ACC,RT,avg_easyness,con,diff1,diff2,distance,easyness,n1,n2,play,practice,ratio,session,sid,sticking_point,stuck,trial
1,724,0.1423,con,0.583333333,0.857142857,5,0.638,18,23,1,False,0.78,1,492128,,,18
0,1019,-0.0341,incon,0.666666667,1.0,2,-0.5095,15,17,1,False,0.88,1,492128,,,19
1,497,0.0574,incon,0.708333333,1.0,2,0.7515,17,19,1,False,0.89,1,492128,,True,20
1,731,0.106,con,0.708333333,1.0,2,0.6345,18,20,1,False,0.9,1,492128,,True,21
1,532,0.4497,incon,0.708333333,0.857142857,5,0.734,20,25,1,False,0.8,1,492128,,True,22
0,651,0.257,incon,0.666666667,1.0,2,-0.3255,18,20,1,False,0.9,1,492128,,True,23
1,599,0.499,incon,0.666666667,0.857142857,2,0.7005,17,19,1,False,0.89,1,492128,,True,24
1,612,0.4875,con,0.625,1.0,5,0.694,19,24,1,False,0.79,1,492128,,True,25
1,506,0.51,con,0.625,1.0,2,0.747,16,18,1,False,0.89,1,492128,,True,26
1,624,,incon,0.083333333,0.285714286,3,0.688,1,4,1,False,0.25,1,885230,,,7
1,485,,incon,0.166666667,0.571428571,3,0.7575,3,6,1,False,0.5,1,885230,,,8
1,1177,,con,0.25,0.857142857,2,0.4115,5,7,1,False,0.71,1,885230,,,9
1,616,,con,0.291666667,1.0,1,0.692,7,8,1,False,0.88,1,885230,,,10
1,1386,0.5712,con,0.375,1.0,1,0.307,8,9,1,False,0.89,1,885230,,,11
1,1159,0.5177,incon,0.416666667,1.0,1,0.4205,10,11,1,False,0.91,1,885230,,,12
0,1488,0.2174,con,0.416666667,1.0,1,-0.744,11,12,1,False,0.92,1,885230,,,13
1,1790,0.1561,incon,0.375,0.857142857,4,0.105,13,17,1,False,0.76,1,885230,,,14
0,1447,-0.127,incon,0.416666667,0.714285714,1,-0.7235,10,11,1,False,0.91,1,885230,,,15
1,1516,-0.14,incon,0.458333333,0.857142857,4,0.242,11,15,1,False,0.73,1,885230,,True,16
1,1300,-0.1541,con,0.458333333,0.714285714,1,0.35,12,13,1,False,0.92,1,885230,,True,17
0,1985,-0.2038,con,0.458333333,0.571428571,2,-0.9925,14,16,1,False,0.88,1,885230,,True,18
1,1276,-0.1524,incon,0.416666667,0.857142857,9,0.362,12,21,1,False,0.57,1,885230,,True,19
1,1635,0.0288,incon,0.416666667,0.571428571,1,0.1825,11,12,1,False,0.92,1,885230,,True,20
1,868,0.0936,incon,0.375,0.857142857,2,0.566,13,15,1,False,0.87,1,885230,,True,21
1,877,0.1359,con,0.375,0.714285714,1,0.5615,10,11,1,False,0.91,1,885230,,True,22
0,1983,,incon,0.083333333,0.285714286,3,-0.9915,1,4,5,False,0.25,1,488651,,,7
0,1966,,incon,0.041666667,0.142857143,3,-0.983,3,6,5,False,0.5,1,488651,,,8
0,1983,,con,0.0,0.0,9,-0.9915,2,11,5,False,0.18,1,488651,,,9
0,1983,,incon,0.0,0.0,3,-0.9915,1,4,5,False,0.25,1,488651,,,10
1,485,,con,0.083333333,0.285714286,3,0.7575,1,4,1,False,0.25,1,228236,False,,7
1,350,,con,0.166666667,0.571428571,3,0.825,3,6,1,False,0.5,1,228236,False,,8
1,431,,incon,0.25,0.857142857,2,0.7845,5,7,1,False,0.71,1,228236,False,,9
0,484,,incon,0.333333333,1.0,1,-0.242,7,8,1,False,0.88,1,228236,False,,10
1,671,0.5579,incon,0.291666667,0.857142857,1,0.6645,9,10,1,False,0.9,1,228236,False,,11
0,642,0.3422,con,0.375,1.0,1,-0.321,8,9,1,False,0.89,1,228236,False,,12
0,439,0.1333,incon,0.333333333,0.857142857,1,-0.2195,10,11,1,False,0.91,1,228236,False,,13
1,707,0.1057,con,0.291666667,0.714285714,1,0.6465,9,10,1,False,0.9,1,228236,False,,14
1,501,0.304,con,0.375,1.0,3,0.7495,8,11,1,False,0.73,1,228236,False,,15
1,783,0.2928,incon,0.458333333,1.0,6,0.6085,10,16,1,False,0.63,1,228236,False,,16
0,670,0.29,con,0.541666667,1.0,1,-0.335,12,13,1,False,0.92,1,228236,False,,17
1,681,0.4658,con,0.5,0.857142857,2,0.6595,14,16,1,False,0.88,1,228236,False,,18
1,549,0.4816,incon,0.583333333,1.0,1,0.7255,13,14,1,False,0.93,1,228236,False,,19
1,734,0.4583,con,0.666666667,1.0,2,0.633,15,17,1,False,0.88,1,228236,False,,20
1,871,0.4495,con,0.75,1.0,2,0.5645,17,19,1,False,0.89,1,228236,False,,21
0,867,0.4298,con,0.833333333,1.0,2,-0.4335,19,21,1,False,0.9,1,228236,False,,22
0,496,0.2483,incon,0.791666667,0.857142857,2,-0.248,21,23,1,False,0.91,1,228236,False,,23
0,793,0.0239,con,0.75,0.714285714,2,-0.3965,20,22,1,False,0.91,1,228236,False,,24
0,743,-0.177,incon,0.708333333,0.571428571,6,-0.3715,19,25,1,False,0.76,1,228236,True,,25
1,640,-0.1539,con,0.75,0.714285714,6,0.68,18,24,1,False,0.75,1,228236,False,True,26
1,605,0.0723,con,0.75,0.571428571,6,0.6975,19,25,1,False,0.76,1,228236,False,True,27
0,1330,-0.0111,con,0.75,0.428571429,9,-0.665,21,30,1,False,0.7,1,228236,False,True,28
0,692,-0.001,incon,0.708333333,0.714285714,10,-0.346,19,29,1,False,0.66,1,228236,False,True,29
1,502,0.2231,con,0.708333333,0.428571429,6,0.749,18,24,1,False,0.75,1,228236,False,True,30
1,570,0.2301,con,0.666666667,0.714285714,7,0.715,20,27,1,False,0.74,1,228236,False,True,31
0,848,0.0058,con,0.666666667,0.571428571,6,-0.424,17,23,1,False,0.74,1,228236,False,True,32
1,685,,con,0.083333333,0.285714286,8,0.6575,1,9,1,False,0.11,1,418361,,,7
1,582,,incon,0.166666667,0.571428571,3,0.709,3,6,1,False,0.5,1,418361,,,8
1,1057,,con,0.25,0.857142857,2,0.4715,5,7,1,False,0.71,1,418361,,,9
0,1076,,incon,0.333333333,0.857142857,1,-0.538,7,8,1,False,0.88,1,418361,,,10
1,1202,0.3398,incon,0.291666667,0.714285714,1,0.399,9,10,1,False,0.9,1,418361,,,11
1,1088,0.2995,incon,0.291666667,1.0,3,0.456,8,11,1,False,0.73,1,418361,,,12
1,926,0.2651,con,0.333333333,1.0,1,0.537,9,10,1,False,0.9,1,418361,,,13
1,1253,0.2455,incon,0.416666667,1.0,4,0.3735,11,15,1,False,0.73,1,418361,,,14
0,1984,0.1547,con,0.458333333,1.0,1,-0.992,12,13,1,False,0.92,1,418361,,,15
1,993,0.1756,con,0.416666667,0.857142857,4,0.5035,14,18,1,False,0.78,1,418361,,,16
1,919,0.1925,incon,0.5,1.0,1,0.5405,11,12,1,False,0.92,1,418361,,,17
1,961,0.189,incon,0.583333333,1.0,1,0.5195,13,14,1,False,0.93,1,418361,,,18
1,745,0.2398,con,0.666666667,1.0,2,0.6275,15,17,1,False,0.88,1,418361,,,19
1,1027,0.5355,incon,0.75,1.0,2,0.4865,17,19,1,False,0.89,1,418361,,,20
1,1005,0.5343,con,0.791666667,1.0,2,0.4975,19,21,1,False,0.9,1,418361,,,21
1,877,0.5385,incon,0.875,1.0,2,0.5615,20,22,1,False,0.91,1,418361,,,22
0,943,0.3403,incon,0.958333333,1.0,2,-0.4715,22,24,1,False,0.92,1,418361,,,23
0,753,0.1395,incon,0.916666667,0.857142857,3,-0.3765,24,27,1,False,0.89,1,418361,,,24
0,960,-0.0538,con,0.875,0.714285714,3,-0.48,23,26,1,False,0.88,1,418361,,,25
1,1016,-0.0549,con,0.916666667,0.857142857,7,0.492,22,29,1,False,0.76,1,418361,,True,26
0,1335,-0.3007,incon,0.916666667,0.714285714,3,-0.6675,23,26,1,False,0.88,1,418361,,True,27
0,928,-0.2992,incon,0.916666667,0.571428571,6,-0.464,25,31,1,False,0.81,1,418361,,True,28
0,932,-0.3171,incon,0.875,0.857142857,13,-0.466,23,36,1,False,0.64,1,418361,,True,29
0,1170,-0.3381,con,0.875,0.571428571,2,-0.585,22,24,1,False,0.92,1,418361,,True,30
0,802,-0.5167,incon,0.833333333,0.857142857,5,-0.401,24,29,1,False,0.83,1,418361,,True,31
1,1127,-0.2959,incon,0.833333333,0.714285714,2,0.4365,21,23,1,False,0.91,1,418361,,True,32
1,625,,incon,0.083333333,0.285714286,3,0.6875,1,4,2,False,0.25,1,941497,False,,7
1,555,,incon,0.166666667,0.571428571,3,0.7225,3,6,2,False,0.5,1,941497,False,,8
1,312,,incon,0.25,0.857142857,2,0.844,5,7,2,False,0.71,1,941497,False,,9
1,486,,con,0.333333333,1.0,1,0.757,7,8,2,False,0.88,1,941497,False,,10
0,287,0.5735,con,0.416666667,1.0,1,-0.1435,9,10,2,False,0.9,1,941497,False,,11
1,327,0.6033,incon,0.375,0.857142857,1,0.8365,11,12,2,False,0.92,1,941497,False,,12
1,463,,incon,0.0,0.0,3,0.7685,1,4,1,False,0.25,1,941497,,,13
0,341,0.4247,incon,0.458333333,1.0,1,-0.1705,10,11,2,False,0.91,1,941497,False,,13
1,374,,incon,0.083333333,0.285714286,6,0.813,3,9,1,False,0.33,1,941497,,,14
1,423,0.4136,incon,0.416666667,0.857142857,1,0.7885,12,13,2,False,0.92,1,941497,False,,14
1,278,,con,0.166666667,0.571428571,1,0.861,5,6,1,False,0.83,1,941497,,,15
1,353,0.4269,con,0.5,1.0,1,0.8235,11,12,2,False,0.92,1,941497,False,,15
1,327,,con,0.25,0.857142857,1,0.8365,7,8,1,False,0.88,1,941497,,,16
1,395,0.6161,con,0.583333333,1.0,1,0.8025,13,14,2,False,0.93,1,941497,False,,16
0,361,0.6197,con,0.333333333,1.0,4,-0.1805,9,13,1,False,0.69,1,941497,,,17
0,563,0.3925,incon,0.666666667,1.0,2,-0.2815,15,17,2,False,0.88,1,941497,False,,17
1,313,0.6347,incon,0.291666667,0.857142857,1,0.8435,10,11,1,False,0.91,1,941497,,,18
1,520,0.5746,con,0.625,0.857142857,2,0.74,17,19,2,False,0.89,1,941497,False,,18
0,1966,0.2755,incon,0.375,1.0,1,-0.983,8,9,1,False,0.89,1,941497,,,19
1,522,0.5647,incon,0.708333333,1.0,2,0.739,16,18,2,False,0.89,1,941497,False,,19
1,540,0.546,con,0.791666667,1.0,2,0.73,18,20,2,False,0.9,1,941497,False,,20
0,621,0.3234,incon,0.875,1.0,2,-0.3105,20,22,2,False,0.91,1,941497,False,,21
1,974,0.4823,con,0.833333333,0.857142857,2,0.513,22,24,2,False,0.92,1,941497,False,,22
1,482,0.4861,incon,0.916666667,1.0,2,0.759,21,23,2,False,0.91,1,941497,False,,23
1,333,0.505,incon,1.0,1.0,3,0.8335,23,26,2,False,0.88,1,941497,False,,24
0,313,0.3277,incon,1.0,1.0,3,-0.1565,25,28,2,False,0.89,1,941497,True,True,25
1,267,0.5631,con,1.0,1.0,6,0.8665,27,33,2,False,0.82,1,941497,False,True,26
1,540,0.6065,con,1.0,0.857142857,3,0.73,25,28,2,False,0.89,1,941497,False,True,27
1,412,0.6135,con,1.0,1.0,6,0.794,27,33,2,False,0.82,1,941497,False,True,28
0,368,0.41,incon,1.0,0.857142857,3,-0.184,25,28,2,False,0.89,1,941497,False,True,29
0,325,0.4088,con,0.958333333,1.0,6,-0.1625,27,33,2,False,0.82,1,941497,False,True,30
1,410,0.3945,con,0.958333333,1.0,3,0.795,24,27,2,False,0.89,1,941497,False,True,31
0,481,0.2004,con,0.958333333,1.0,6,-0.2405,26,32,2,False,0.81,1,941497,,True,32
1,616,,incon,0.041666667,0.142857143,3,0.692,1,4,2,False,0.25,1,476806,,,7
1,593,,incon,0.125,0.428571429,4,0.7035,2,6,2,False,0.33,1,476806,,,8
1,552,,con,0.208333333,0.714285714,7,0.724,4,11,2,False,0.36,1,476806,,,9
0,617,,incon,0.291666667,1.0,2,-0.3085,6,8,2,False,0.75,1,476806,,,10
1,699,0.4923,con,0.25,0.857142857,1,0.6505,8,9,2,False,0.89,1,476806,,,11
1,613,0.4926,con,0.333333333,1.0,1,0.6935,7,8,2,False,0.88,1,476806,,,12
1,571,,incon,0.0,0.142857143,8,0.7145,1,9,1,False,0.11,1,476806,,True,13
0,849,0.267,incon,0.416666667,1.0,1,-0.4245,9,10,2,False,0.9,1,476806,,,13
0,1966,,incon,0.0,0.0,1,-0.983,3,4,1,False,0.75,1,476806,,True,14
1,911,0.2311,con,0.375,0.857142857,1,0.5445,11,12,2,False,0.92,1,476806,,,14
1,599,0.4329,con,0.458333333,1.0,1,0.7005,10,11,2,False,0.91,1,476806,,,15
1,497,0.4531,con,0.541666667,1.0,1,0.7515,12,13,2,False,0.92,1,476806,,,16
0,544,0.26,incon,0.625,1.0,2,-0.272,14,16,2,False,0.88,1,476806,,,17
0,495,0.2954,con,0.583333333,0.857142857,2,-0.2475,16,18,2,False,0.89,1,476806,,,18
1,968,0.2897,incon,0.541666667,0.714285714,2,0.516,15,17,2,False,0.88,1,476806,,,19
1,653,0.2843,con,0.625,1.0,5,0.6735,14,19,2,False,0.74,1,476806,,,20
1,815,0.2525,con,0.708333333,1.0,2,0.5925,16,18,2,False,0.89,1,476806,,,21
0,1154,0.1915,incon,0.791666667,1.0,2,-0.577,18,20,2,False,0.9,1,476806,,,22
0,1093,0.1317,con,0.75,0.857142857,2,-0.5465,20,22,2,False,0.91,1,476806,,,23
0,1265,-0.098,con,0.708333333,0.714285714,2,-0.6325,19,21,2,False,0.9,1,476806,,,24
0,1240,-0.3567,con,0.75,0.857142857,6,-0.62,18,24,2,False,0.75,1,476806,,True,25
1,1081,-0.3833,incon,0.75,0.714285714,2,0.4595,19,21,2,False,0.9,1,476806,,True,26
1,963,-0.1642,con,0.75,0.571428571,4,0.5185,21,25,2,False,0.84,1,476806,,True,27
1,682,0.0769,con,0.708333333,0.857142857,11,0.659,19,30,2,False,0.63,1,476806,,True,28
0,680,0.1354,con,0.708333333,0.571428571,2,-0.34,18,20,2,False,0.9,1,476806,,True,29
0,625,0.1969,incon,0.666666667,0.857142857,4,-0.3125,20,24,2,False,0.83,1,476806,,True,30
1,936,0.2114,con,0.666666667,0.714285714,2,0.532,17,19,2,False,0.89,1,476806,,True,31
1,623,,con,0.083333333,0.0,3,0.6885,1,4,1,False,0.25,1,562687,,,7
1,652,,incon,0.166666667,0.285714286,9,0.674,3,12,1,False,0.25,1,562687,,,8
1,618,,incon,0.25,0.571428571,5,0.691,5,10,1,False,0.5,1,562687,,,9
1,1168,,con,0.333333333,0.857142857,2,0.416,7,9,1,False,0.78,1,562687,,,10
0,1983,0.2956,incon,0.333333333,1.0,1,-0.9915,9,10,1,False,0.9,1,562687,,,11
1,1710,0.1869,con,0.291666667,0.857142857,4,0.145,11,15,1,False,0.73,1,562687,,,12
1,1192,0.1329,incon,0.333333333,0.714285714,1,0.404,8,9,1,False,0.89,1,562687,,,13
1,811,0.1136,con,0.375,0.857142857,3,0.5945,9,12,1,False,0.75,1,562687,,,14
0,1983,-0.1679,con,0.458333333,1.0,1,-0.9915,10,11,1,False,0.91,1,562687,,,15
1,1215,0.1089,con,0.5,1.0,1,0.3925,12,13,1,False,0.92,1,562687,,True,16
1,1265,0.1534,incon,0.5,1.0,1,0.3675,13,14,1,False,0.93,1,562687,,True,17
1,1385,0.1341,incon,0.5,0.857142857,4,0.3075,15,19,1,False,0.79,1,562687,,True,18
1,1583,0.0569,con,0.458333333,1.0,1,0.2085,13,14,1,False,0.93,1,562687,,True,19
1,1241,0.3311,con,0.458333333,0.857142857,1,0.3795,12,13,1,False,0.92,1,562687,,True,20
1,1135,0.3391,incon,0.416666667,1.0,4,0.4325,14,18,1,False,0.78,1,562687,,True,21
1,1083,0.3573,incon,0.416666667,1.0,1,0.4585,11,12,1,False,0.92,1,562687,,True,22
1,920,,con,0.0,0.285714286,3,0.54,1,4,1,False,0.25,1,984892,False,,7
1,1194,,incon,0.083333333,0.571428571,1,0.403,2,3,1,False,0.67,1,984892,False,,8
1,1705,,con,0.125,0.714285714,1,0.1475,3,4,1,False,0.75,1,984892,False,,9
0,1983,,con,0.125,0.714285714,1,-0.9915,4,5,1,False,0.8,1,984892,False,,10
1,896,0.1302,incon,0.083333333,0.571428571,4,0.552,6,10,1,False,0.6,1,984892,False,,11
1,812,0.141,incon,0.166666667,0.857142857,1,0.594,3,4,1,False,0.75,1,984892,False,,12
1,1316,0.1288,con,0.25,1.0,1,0.342,5,6,1,False,0.83,1,984892,False,,13
0,970,0.0023,incon,0.25,1.0,1,-0.485,7,8,1,False,0.88,1,984892,False,,14
1,1357,0.2649,incon,0.208333333,0.857142857,4,0.3215,9,13,1,False,0.69,1,984892,False,,15
1,1454,0.2091,con,0.25,1.0,1,0.273,6,7,1,False,0.86,1,984892,False,,16
0,1984,-0.1081,con,0.291666667,1.0,1,-0.992,7,8,1,False,0.88,1,984892,True,,17
1,813,-0.0578,incon,0.333333333,1.0,1,0.5935,8,9,1,False,0.89,1,984892,False,True,18
1,985,0.1407,con,0.333333333,1.0,1,0.5075,9,10,1,False,0.9,1,984892,False,True,19
1,966,0.1798,con,0.333333333,0.857142857,4,0.517,11,15,1,False,0.73,1,984892,False,True,20
1,1528,0.1724,incon,0.291666667,1.0,1,0.236,9,10,1,False,0.9,1,984892,False,True,21
1,699,0.5009,con,0.291666667,0.857142857,1,0.6505,8,9,1,False,0.89,1,984892,False,True,22
1,965,0.4857,con,0.25,1.0,4,0.5175,10,14,1,False,0.71,1,984892,False,True,23
1,915,0.4927,incon,0.25,1.0,1,0.5425,7,8,1,False,0.88,1,984892,False,True,24
1,62699,-5.6806,incon,0.25,1.0,4,-30.3495,9,13,1,False,0.69,1,984892,,True,25
1,596,,incon,0.041666667,0.142857143,3,0.702,1,4,1,False,0.25,1,430831,,,7
1,496,,con,0.125,0.428571429,4,0.752,2,6,1,False,0.33,1,430831,,,8
1,642,,con,0.208333333,0.714285714,7,0.679,4,11,1,False,0.36,1,430831,,,9
1,578,,con,0.291666667,1.0,2,0.711,6,8,1,False,0.75,1,430831,,,10
1,1576,0.6112,incon,0.375,1.0,1,0.212,8,9,1,False,0.89,1,430831,,,11
1,1038,0.567,incon,0.375,1.0,1,0.481,10,11,1,False,0.91,1,430831,,,12
1,946,0.522,con,0.416666667,1.0,4,0.527,12,16,1,False,0.75,1,430831,,,13
1,1025,0.4837,incon,0.5,1.0,1,0.4875,11,12,1,False,0.92,1,430831,,,14
0,1968,0.1447,con,0.5,1.0,1,-0.984,13,14,1,False,0.93,1,430831,,,15
0,852,0.0171,incon,0.458333333,0.857142857,4,-0.426,15,19,1,False,0.79,1,430831,,,16
0,655,-0.1446,incon,0.416666667,0.714285714,1,-0.3275,12,13,1,False,0.92,1,430831,,,17
1,664,-0.1164,con,0.458333333,0.857142857,4,0.668,11,15,1,False,0.73,1,430831,,True,18
1,643,-0.0782,incon,0.458333333,0.714285714,1,0.6785,12,13,1,False,0.92,1,430831,,True,19
1,1142,0.2044,incon,0.458333333,0.571428571,2,0.429,14,16,1,False,0.88,1,430831,,True,20
1,680,0.4216,con,0.416666667,0.857142857,9,0.66,12,21,1,False,0.57,1,430831,,True,21
0,827,0.4044,con,0.416666667,0.571428571,1,-0.4135,11,12,1,False,0.92,1,430831,,True,22
0,758,0.195,con,0.375,0.857142857,2,-0.379,13,15,1,False,0.87,1,430831,,True,23
0,676,-0.0083,incon,0.375,0.714285714,1,-0.338,10,11,1,False,0.91,1,430831,,True,24
1,658,,incon,0.083333333,0.285714286,3,0.671,1,4,1,False,0.25,1,326808,,,7
1,1167,,con,0.166666667,0.571428571,3,0.4165,3,6,1,False,0.5,1,326808,,,8
1,1177,,con,0.208333333,0.714285714,2,0.4115,5,7,1,False,0.71,1,326808,,,9
1,814,,con,0.25,0.857142857,2,0.593,6,8,1,False,0.75,1,326808,,,10
1,600,0.5584,incon,0.333333333,1.0,6,0.7,7,13,1,False,0.54,1,326808,,,11
1,843,0.5399,incon,0.416666667,1.0,1,0.5785,9,10,1,False,0.9,1,326808,,,12
1,1955,0.4611,con,0.5,1.0,1,0.0225,11,12,1,False,0.92,1,326808,,,13
1,621,0.5167,incon,0.458333333,0.857142857,1,0.6895,13,14,1,False,0.93,1,326808,,,14
0,1983,0.1998,incon,0.541666667,1.0,1,-0.9915,12,13,1,False,0.92,1,326808,,,15
1,759,0.1839,incon,0.5,0.857142857,2,0.6205,14,16,1,False,0.88,1,326808,,,16
0,1044,-0.0362,con,0.583333333,1.0,1,-0.522,13,14,1,False,0.93,1,326808,,,17
1,1059,0.0534,con,0.625,1.0,2,0.4705,15,17,1,False,0.88,1,326808,,True,18
0,998,-0.1843,con,0.625,1.0,2,-0.499,16,18,1,False,0.89,1,326808,,True,19
0,1555,-0.1415,incon,0.625,0.857142857,5,-0.7775,18,23,1,False,0.78,1,326808,,True,20
1,799,-0.1455,incon,0.583333333,1.0,2,0.6005,16,18,1,False,0.89,1,326808,,True,21
0,1164,-0.1575,con,0.583333333,0.857142857,2,-0.582,15,17,1,False,0.88,1,326808,,True,22
0,619,-0.3135,con,0.541666667,1.0,5,-0.3095,17,22,1,False,0.77,1,326808,,True,23
1,707,-0.0844,con,0.541666667,1.0,2,0.6465,14,16,1,False,0.88,1,326808,,True,24
1,741,,incon,0.0,0.0,3,0.6295,1,4,1,False,0.25,1,232204,,,7
1,610,,incon,0.083333333,0.285714286,6,0.695,3,9,1,False,0.33,1,232204,,,8
0,760,,con,0.166666667,0.571428571,1,-0.38,5,6,1,False,0.83,1,232204,,,9
0,774,,con,0.125,0.428571429,1,-0.387,7,8,1,False,0.88,1,232204,,,10
1,662,0.2453,con,0.083333333,0.285714286,2,0.669,4,6,1,False,0.67,1,232204,,,11
1,617,0.2577,incon,0.166666667,0.571428571,8,0.6915,3,11,1,False,0.27,1,232204,,,12
1,719,0.2468,con,0.25,0.857142857,2,0.6405,5,7,1,False,0.71,1,232204,,,13
1,702,0.4526,con,0.333333333,1.0,1,0.649,7,8,1,False,0.88,1,232204,,,14
1,669,0.6631,incon,0.416666667,1.0,1,0.6655,9,10,1,False,0.9,1,232204,,,15
0,582,0.4711,incon,0.5,1.0,1,-0.291,11,12,1,False,0.92,1,232204,,,16
0,668,0.266,con,0.458333333,0.857142857,1,-0.334,13,14,1,False,0.93,1,232204,,,17
0,439,0.094,incon,0.416666667,0.714285714,1,-0.2195,12,13,1,False,0.92,1,232204,,,18
0,553,-0.0911,incon,0.375,0.571428571,4,-0.2765,11,15,1,False,0.73,1,232204,,,19
0,626,-0.2868,incon,0.416666667,0.714285714,3,-0.313,10,13,1,False,0.77,1,232204,,True,20
1,795,-0.1081,con,0.416666667,0.571428571,4,0.6025,11,15,1,False,0.73,1,232204,,True,21
1,790,0.0797,con,0.416666667,0.428571429,7,0.605,13,20,1,False,0.65,1,232204,,True,22
1,712,0.2524,incon,0.375,0.714285714,6,0.644,11,17,1,False,0.65,1,232204,,True,23
0,1415,0.1662,incon,0.375,0.428571429,3,-0.7075,10,13,1,False,0.77,1,232204,,True,24
1,611,0.3677,con,0.333333333,0.714285714,3,0.6945,12,15,1,False,0.8,1,232204,,True,25
1,721,0.3751,incon,0.333333333,0.571428571,3,0.6395,9,12,1,False,0.75,1,232204,,True,26
1,878,,con,0.0,0.0,3,0.561,1,4,1,False,0.25,1,704942,,,7
1,762,,con,0.083333333,0.285714286,6,0.619,3,9,1,False,0.33,1,704942,,,8
0,746,,con,0.166666667,0.571428571,1,-0.373,5,6,1,False,0.83,1,704942,,,9
1,778,,incon,0.125,0.428571429,1,0.611,7,8,1,False,0.88,1,704942,,,10
1,1001,0.3835,incon,0.208333333,0.714285714,2,0.4995,4,6,1,False,0.67,1,704942,,,11
1,1438,0.3275,con,0.25,0.857142857,2,0.281,6,8,1,False,0.75,1,704942,,,12
1,1026,0.3011,con,0.291666667,1.0,6,0.487,7,13,1,False,0.54,1,704942,,,13
1,719,0.5038,con,0.333333333,1.0,1,0.6405,8,9,1,False,0.89,1,704942,,,14
1,728,0.5088,incon,0.416666667,1.0,1,0.636,9,10,1,False,0.9,1,704942,,,15
1,1234,0.4855,con,0.5,1.0,1,0.383,11,12,1,False,0.92,1,704942,,,16
0,1062,0.3231,con,0.541666667,1.0,1,-0.531,13,14,1,False,0.93,1,704942,,,17
1,1482,0.2775,incon,0.5,0.857142857,2,0.259,14,16,1,False,0.88,1,704942,,,18
0,613,0.0881,con,0.583333333,0.857142857,1,-0.3065,13,14,1,False,0.93,1,704942,,,19
0,1983,-0.2374,incon,0.541666667,0.714285714,2,-0.9915,15,17,1,False,0.88,1,704942,,,20
1,1569,-0.2709,con,0.583333333,0.857142857,5,0.2155,14,19,1,False,0.74,1,704942,,True,21
1,568,-0.0215,incon,0.583333333,0.714285714,2,0.716,15,17,1,False,0.88,1,704942,,True,22
1,983,0.0284,incon,0.583333333,0.571428571,3,0.5085,17,20,1,False,0.85,1,704942,,True,23
1,813,0.2084,incon,0.541666667,0.857142857,10,0.5935,15,25,1,False,0.6,1,704942,,True,24
0,659,0.3408,con,0.541666667,0.571428571,2,-0.3295,14,16,1,False,0.88,1,704942,,True,25
0,430,0.2547,incon,0.5,0.857142857,3,-0.215,16,19,1,False,0.84,1,704942,,True,26
0,563,0.0552,con,0.5,0.714285714,1,-0.2815,13,14,1,False,0.93,1,704942,,True,27
1,758,,con,0.0,0.142857143,8,0.621,1,9,1,False,0.11,1,394849,,True,13
1,1199,,con,0.0,0.0,1,0.4005,3,4,1,False,0.75,1,394849,,True,14
1,623,,incon,0.083333333,0.285714286,3,0.6885,1,4,1,False,0.25,1,685681,False,,7
1,591,,con,0.166666667,0.571428571,3,0.7045,3,6,1,False,0.5,1,685681,False,,8
1,1078,,incon,0.25,0.857142857,2,0.461,5,7,1,False,0.71,1,685681,False,,9
1,1348,,con,0.333333333,0.857142857,1,0.326,7,8,1,False,0.88,1,685681,False,,10
0,1984,0.2376,con,0.375,1.0,1,-0.992,9,10,1,False,0.9,1,685681,False,,11
0,722,0.0277,con,0.333333333,0.857142857,1,-0.361,10,11,1,False,0.91,1,685681,False,,12
0,559,-0.1691,incon,0.291666667,0.714285714,1,-0.2795,9,10,1,False,0.9,1,685681,True,,13
1,571,-0.1184,con,0.333333333,0.857142857,3,0.7145,8,11,1,False,0.73,1,685681,False,True,14
1,523,-0.0359,con,0.333333333,0.714285714,1,0.7385,9,10,1,False,0.9,1,685681,False,True,15
1,1067,0.2558,con,0.333333333,0.571428571,1,0.4665,11,12,1,False,0.92,1,685681,False,True,16
0,756,0.2524,incon,0.291666667,0.857142857,8,-0.378,9,17,1,False,0.53,1,685681,False,True,17
0,730,0.2353,con,0.291666667,0.571428571,1,-0.365,8,9,1,False,0.89,1,685681,False,True,18
1,888,0.2036,incon,0.25,0.857142857,1,0.556,10,11,1,False,0.91,1,685681,False,True,19
1,834,0.1725,con,0.25,0.714285714,1,0.583,7,8,1,False,0.88,1,685681,False,True,20
0,544,,con,0.0,0.0,3,-0.272,1,4,1,False,0.25,1,839796,,,7
1,425,,incon,0.0,0.0,6,0.7875,3,9,1,False,0.33,1,839796,,,8
1,439,,con,0.083333333,0.285714286,3,0.7805,1,4,1,False,0.25,1,839796,,,9
0,320,,con,0.166666667,0.571428571,3,-0.16,3,6,1,False,0.5,1,839796,,,10
1,319,0.3953,con,0.125,0.428571429,2,0.8405,5,7,1,False,0.71,1,839796,,,11
1,1493,0.5004,incon,0.208333333,0.714285714,2,0.2535,4,6,1,False,0.67,1,839796,,,12
1,880,0.4549,incon,0.208333333,1.0,2,0.56,6,8,1,False,0.75,1,839796,,,13
0,1984,0.1004,con,0.291666667,1.0,1,-0.992,7,8,1,False,0.88,1,839796,,,14
1,1503,0.1821,con,0.25,0.857142857,1,0.2485,8,9,1,False,0.89,1,839796,,,15
0,1123,-0.0983,incon,0.291666667,0.714285714,1,-0.5615,7,8,1,False,0.88,1,839796,,,16
