ACC,RT,avg_easyness,con,diff1,diff2,distance,easyness,n1,n2,play,practice,ratio,session,sid,sticking_point,stuck,trial
0,929,0.2194,con,1.0,0.857142857,3,-0.4645,25,28,1,False,0.89,1,232181,False,True,27
1,1295,0.2376,incon,1.0,1.0,6,0.3525,27,33,1,False,0.82,1,232181,False,True,28
1,1215,0.2463,con,1.0,0.857142857,3,0.3925,25,28,1,False,0.89,1,232181,False,True,29
1,1059,0.2138,incon,0.958333333,1.0,6,0.4705,27,33,1,False,0.82,1,232181,False,True,30
1,1420,0.2082,con,0.958333333,1.0,3,0.29,24,27,1,False,0.89,1,232181,False,True,31
1,765,,con,0.041666667,0.142857143,3,0.6175,1,4,1,False,0.25,1,494609,False,,7
1,546,,con,0.125,0.428571429,4,0.727,2,6,1,False,0.33,1,494609,False,,8
1,519,,con,0.208333333,0.714285714,7,0.7405,4,11,1,False,0.36,1,494609,False,,9
1,598,,incon,0.291666667,1.0,2,0.701,6,8,1,False,0.75,1,494609,False,,10
1,1904,0.5668,con,0.375,1.0,1,0.048,8,9,1,False,0.89,1,494609,False,,11
0,1979,0.2454,con,0.333333333,0.857142857,1,-0.9895,10,11,1,False,0.91,1,494609,False,,12
0,960,0.004,con,0.291666667,0.714285714,1,-0.48,9,10,1,False,0.9,1,494609,False,,13
0,765,-0.2206,incon,0.25,0.571428571,3,-0.3825,8,11,1,False,0.73,1,494609,True,,14
0,1345,-0.4953,incon,0.291666667,0.714285714,2,-0.6725,7,9,1,False,0.78,1,494609,False,True,15
1,784,-0.3833,con,0.291666667,0.571428571,3,0.608,8,11,1,False,0.73,1,494609,False,True,16
1,1011,-0.0865,incon,0.291666667,0.428571429,6,0.4945,10,16,1,False,0.63,1,494609,False,True,17
1,1247,0.0848,con,0.25,0.714285714,4,0.3765,8,12,1,False,0.67,1,494609,False,True,18
1,1457,0.2156,con,0.25,0.428571429,2,0.2715,7,9,1,False,0.78,1,494609,False,True,19
0,899,0.2602,incon,0.208333333,0.714285714,2,-0.4495,9,11,1,False,0.82,1,494609,False,True,20
1,787,0.2599,con,0.208333333,0.571428571,2,0.6065,6,8,1,False,0.75,1,494609,False,True,21
1,678,,con,0.041666667,0.142857143,3,0.661,1,4,1,False,0.25,1,200184,False,,7
1,943,,con,0.125,0.428571429,4,0.5285,2,6,1,False,0.33,1,200184,False,,8
1,1012,,incon,0.208333333,0.714285714,7,0.494,4,11,1,False,0.36,1,200184,False,,9
1,1160,,incon,0.208333333,1.0,2,0.42,6,8,1,False,0.75,1,200184,False,,10
0,1979,0.2228,incon,0.25,1.0,1,-0.9895,7,8,1,False,0.88,1,200184,False,,11
1,1196,0.171,con,0.208333333,0.857142857,4,0.402,9,13,1,False,0.69,1,200184,False,,12
0,1624,-0.0971,con,0.291666667,0.857142857,1,-0.812,6,7,1,False,0.86,1,200184,True,,13
1,1093,-0.1052,incon,0.333333333,1.0,1,0.4535,8,9,1,False,0.89,1,200184,False,True,14
1,1093,-0.0985,incon,0.333333333,0.857142857,1,0.4535,9,10,1,False,0.9,1,200184,False,True,15
0,1725,-0.0731,incon,0.333333333,0.714285714,4,-0.8625,11,15,1,False,0.73,1,200184,False,True,16
1,1819,-0.1354,con,0.291666667,1.0,3,0.0905,9,12,1,False,0.75,1,200184,False,True,17
1,1849,0.0421,incon,0.291666667,0.714285714,1,0.0755,8,9,1,False,0.89,1,200184,False,True,18
1,1140,0.0374,con,0.25,1.0,1,0.43,10,11,1,False,0.91,1,200184,False,True,19
0,1586,-0.2119,incon,0.25,0.857142857,1,-0.793,7,8,1,False,0.88,1,200184,False,True,20
1,600,,con,0.083333333,0.285714286,3,0.7,1,4,1,False,0.25,1,577670,False,,7
1,571,,incon,0.166666667,0.571428571,3,0.7145,3,6,1,False,0.5,1,577670,False,,8
1,670,,incon,0.25,0.857142857,2,0.665,5,7,1,False,0.71,1,577670,False,,9
1,870,,incon,0.333333333,1.0,1,0.565,7,8,1,False,0.88,1,577670,False,,10
1,583,0.6706,con,0.416666667,1.0,1,0.7085,9,10,1,False,0.9,1,577670,False,,11
1,810,0.6496,con,0.5,1.0,1,0.595,11,12,1,False,0.92,1,577670,False,,12
0,709,0.4358,incon,0.583333333,1.0,1,-0.3545,13,14,1,False,0.93,1,577670,False,,13
0,1035,0.1993,incon,0.541666667,0.857142857,2,-0.5175,15,17,1,False,0.88,1,577670,False,,14
1,742,0.2121,con,0.5,0.714285714,2,0.629,14,16,1,False,0.88,1,577670,False,,15
1,828,0.1876,incon,0.583333333,1.0,4,0.586,13,17,1,False,0.76,1,577670,False,,16
1,839,0.1847,con,0.666666667,1.0,7,0.5805,15,22,1,False,0.68,1,577670,False,,17
1,624,0.3932,con,0.75,1.0,2,0.688,17,19,1,False,0.89,1,577670,False,,18
0,633,0.4334,con,0.833333333,1.0,2,-0.3165,19,21,1,False,0.9,1,577670,False,,19
1,770,0.4306,incon,0.791666667,0.857142857,2,0.615,21,23,1,False,0.91,1,577670,False,,20
0,566,0.2568,incon,0.875,1.0,2,-0.283,20,22,1,False,0.91,1,577670,False,,21
1,1034,0.2373,incon,0.833333333,0.857142857,2,0.483,22,24,1,False,0.92,1,577670,False,,22
0,604,0.0393,con,0.875,1.0,2,-0.302,21,23,1,False,0.91,1,577670,False,,23
1,830,0.2196,con,0.833333333,0.857142857,2,0.585,22,24,1,False,0.92,1,577670,False,,24
0,752,0.0214,incon,0.916666667,1.0,2,-0.376,21,23,1,False,0.91,1,577670,False,,25
1,493,0.2287,con,0.875,0.857142857,3,0.7535,23,26,1,False,0.88,1,577670,False,,26
0,700,0.0621,incon,0.958333333,1.0,2,-0.35,22,24,1,False,0.92,1,577670,False,,27
1,603,0.2622,incon,0.916666667,0.857142857,3,0.6985,24,27,1,False,0.89,1,577670,False,,28
1,541,0.2911,incon,1.0,1.0,3,0.7295,23,26,1,False,0.88,1,577670,False,,29
0,746,0.2917,con,1.0,1.0,3,-0.373,25,28,1,False,0.89,1,577670,True,True,30
1,383,0.3027,con,1.0,1.0,6,0.8085,27,33,1,False,0.82,1,577670,False,True,31
1,570,0.5157,incon,1.0,0.857142857,3,0.715,25,28,1,False,0.89,1,577670,False,True,32
0,606,0.3154,incon,1.0,1.0,6,-0.303,27,33,1,False,0.82,1,577670,False,True,33
1,537,0.3158,con,1.0,0.857142857,3,0.7315,25,28,1,False,0.89,1,577670,False,True,34
1,399,0.5505,incon,0.958333333,1.0,6,0.8005,27,33,1,False,0.82,1,577670,False,True,35
1,335,0.5553,con,0.958333333,1.0,3,0.8325,24,27,1,False,0.89,1,577670,False,True,36
1,909,,incon,0.083333333,0.285714286,3,0.5455,1,4,1,False,0.25,1,446871,False,,7
1,1083,,con,0.166666667,0.571428571,3,0.4585,3,6,1,False,0.5,1,446871,False,,8
0,1979,,incon,0.208333333,0.714285714,2,-0.9895,5,7,1,False,0.71,1,446871,False,,9
1,1038,,con,0.166666667,0.571428571,2,0.481,6,8,1,False,0.75,1,446871,False,,10
1,1177,0.1814,incon,0.208333333,0.714285714,2,0.4115,5,7,1,False,0.71,1,446871,False,,11
1,1030,0.1693,con,0.291666667,0.714285714,2,0.485,6,8,1,False,0.75,1,446871,False,,12
1,898,0.1878,con,0.291666667,1.0,3,0.551,8,11,1,False,0.73,1,446871,False,,13
0,1303,0.2554,incon,0.375,1.0,1,-0.6515,9,10,1,False,0.9,1,446871,False,,14
0,1704,-0.0112,incon,0.333333333,0.857142857,1,-0.852,10,11,1,False,0.91,1,446871,True,,15
1,1809,-0.0744,con,0.375,1.0,1,0.0955,9,10,1,False,0.9,1,446871,False,True,16
1,1694,-0.1408,incon,0.375,0.857142857,1,0.153,10,11,1,False,0.91,1,446871,False,True,17
1,1048,-0.1558,incon,0.375,0.714285714,4,0.476,12,16,1,False,0.75,1,446871,False,True,18
1,962,0.0783,con,0.333333333,1.0,3,0.519,10,13,1,False,0.77,1,446871,False,True,19
1,1303,0.3184,incon,0.333333333,0.714285714,1,0.3485,9,10,1,False,0.9,1,446871,False,True,20
1,903,0.409,con,0.291666667,1.0,1,0.5485,11,12,1,False,0.92,1,446871,False,True,21
1,1262,0.4522,incon,0.291666667,0.857142857,1,0.369,8,9,1,False,0.89,1,446871,False,True,22
1,555,,con,0.0,0.285714286,3,0.7225,1,4,1,False,0.25,1,417024,False,,7
1,999,,incon,0.083333333,0.571428571,1,0.5005,2,3,1,False,0.67,1,417024,False,,8
1,572,,incon,0.166666667,0.857142857,1,0.714,3,4,1,False,0.75,1,417024,False,,9
1,791,,con,0.25,1.0,1,0.6045,5,6,1,False,0.83,1,417024,False,,10
1,1811,0.5272,con,0.333333333,1.0,1,0.0945,7,8,1,False,0.88,1,417024,False,,11
1,1688,0.4139,con,0.291666667,0.857142857,1,0.156,9,10,1,False,0.9,1,417024,False,,12
1,1546,0.3592,incon,0.291666667,0.857142857,1,0.227,8,9,1,False,0.89,1,417024,False,,13
1,809,0.3355,incon,0.25,1.0,4,0.5955,10,14,1,False,0.71,1,417024,False,,14
1,1188,0.2958,incon,0.333333333,1.0,1,0.406,7,8,1,False,0.88,1,417024,False,,15
1,992,0.3777,con,0.375,1.0,1,0.504,9,10,1,False,0.9,1,417024,False,,16
1,1508,0.3957,con,0.458333333,1.0,1,0.246,10,11,1,False,0.91,1,417024,False,,17
1,1388,0.4115,incon,0.5,0.857142857,1,0.306,12,13,1,False,0.92,1,417024,False,,18
1,1889,0.3035,incon,0.541666667,1.0,1,0.0555,13,14,1,False,0.93,1,417024,False,,19
0,1978,0.0245,con,0.5,0.857142857,2,-0.989,14,16,1,False,0.88,1,417024,False,,20
0,1352,-0.2115,incon,0.458333333,0.714285714,1,-0.676,13,14,1,False,0.93,1,417024,True,,21
1,1071,-0.1678,incon,0.5,0.857142857,4,0.4645,12,16,1,False,0.75,1,417024,False,True,22
1,1367,-0.1657,con,0.5,0.714285714,1,0.3165,13,14,1,False,0.93,1,417024,False,True,23
0,1509,-0.3277,con,0.5,0.571428571,2,-0.7545,15,17,1,False,0.88,1,417024,False,True,24
1,1070,-0.0369,incon,0.458333333,0.857142857,9,0.465,13,22,1,False,0.59,1,417024,False,True,25
1,926,0.2057,incon,0.458333333,0.571428571,1,0.537,12,13,1,False,0.92,1,417024,False,True,26
1,1493,0.1635,con,0.416666667,0.857142857,2,0.2535,14,16,1,False,0.88,1,417024,False,True,27
0,1558,-0.0556,incon,0.416666667,0.714285714,1,-0.779,11,12,1,False,0.92,1,417024,False,True,28
1,568,,con,0.083333333,0.285714286,3,0.716,1,4,1,False,0.25,1,896297,False,,7
1,660,,con,0.166666667,0.571428571,3,0.67,3,6,1,False,0.5,1,896297,False,,8
1,670,,incon,0.25,0.857142857,2,0.665,5,7,1,False,0.71,1,896297,False,,9
1,900,,con,0.333333333,1.0,1,0.55,7,8,1,False,0.88,1,896297,False,,10
0,853,0.4349,con,0.416666667,1.0,1,-0.4265,9,10,1,False,0.9,1,896297,False,,11
0,844,0.2073,incon,0.375,0.857142857,1,-0.422,11,12,1,False,0.92,1,896297,False,,12
0,903,-0.017,con,0.333333333,0.714285714,1,-0.4515,10,11,1,False,0.91,1,896297,True,,13
0,836,-0.2336,incon,0.375,0.857142857,3,-0.418,9,12,1,False,0.75,1,896297,False,True,14
1,806,-0.2242,con,0.375,0.714285714,1,0.597,10,11,1,False,0.91,1,896297,False,True,15
0,626,-0.2015,incon,0.375,0.571428571,1,-0.313,12,13,1,False,0.92,1,896297,False,True,16
1,892,-0.0063,con,0.333333333,0.857142857,8,0.554,10,18,1,False,0.56,1,896297,False,True,17
1,970,0.187,incon,0.333333333,0.571428571,1,0.515,9,10,1,False,0.9,1,896297,False,True,18
1,815,0.3891,con,0.291666667,0.857142857,1,0.5925,11,12,1,False,0.92,1,896297,False,True,19
1,738,0.3959,incon,0.291666667,0.714285714,1,0.631,8,9,1,False,0.89,1,896297,False,True,20
1,645,,con,0.083333333,0.285714286,3,0.6775,1,4,1,False,0.25,1,237406,False,,7
1,1091,,con,0.166666667,0.571428571,3,0.4545,3,6,1,False,0.5,1,237406,False,,8
1,738,,incon,0.208333333,0.714285714,2,0.631,5,7,1,False,0.71,1,237406,False,,9
1,918,,incon,0.291666667,1.0,2,0.541,6,8,1,False,0.75,1,237406,False,,10
0,1069,0.3539,incon,0.375,1.0,1,-0.5345,8,9,1,False,0.89,1,237406,False,,11
1,823,0.3361,con,0.333333333,0.857142857,1,0.5885,10,11,1,False,0.91,1,237406,False,,12
1,916,0.3536,con,0.416666667,1.0,1,0.542,9,10,1,False,0.9,1,237406,False,,13
1,1217,0.3057,incon,0.5,1.0,1,0.3915,11,12,1,False,0.92,1,237406,False,,14
1,851,0.3124,incon,0.583333333,1.0,1,0.5745,13,14,1,False,0.93,1,237406,False,,15
0,1203,0.299,con,0.666666667,1.0,2,-0.6015,15,17,1,False,0.88,1,237406,False,,16
1,1000,0.2813,con,0.625,0.857142857,2,0.5,17,19,1,False,0.89,1,237406,False,,17
0,1860,-0.0131,incon,0.666666667,1.0,2,-0.93,16,18,1,False,0.89,1,237406,True,,18
1,906,0.018,con,0.708333333,1.0,2,0.547,17,19,1,False,0.89,1,237406,False,True,19
1,1602,-0.0571,incon,0.708333333,1.0,2,0.199,18,20,1,False,0.9,1,237406,False,True,20
1,1017,0.1615,incon,0.708333333,0.857142857,5,0.4915,20,25,1,False,0.8,1,237406,False,True,21
1,998,0.1617,con,0.666666667,1.0,2,0.501,18,20,1,False,0.9,1,237406,False,True,22
1,1032,0.4445,con,0.666666667,0.857142857,2,0.484,17,19,1,False,0.89,1,237406,False,True,23
0,1006,0.2345,con,0.625,1.0,5,-0.503,19,24,1,False,0.79,1,237406,False,True,24
1,1212,0.2735,incon,0.625,1.0,2,0.394,16,18,1,False,0.89,1,237406,False,True,25
1,481,,incon,0.0,0.0,3,0.7595,1,4,1,False,0.25,1,243925,,,7
1,533,,con,0.083333333,0.285714286,6,0.7335,3,9,1,False,0.33,1,243925,,,8
1,380,,incon,0.166666667,0.571428571,1,0.81,5,6,1,False,0.83,1,243925,,,9
1,398,,con,0.25,0.857142857,1,0.801,7,8,1,False,0.88,1,243925,,,10
0,1140,0.5068,incon,0.333333333,1.0,4,-0.57,9,13,1,False,0.69,1,243925,,,11
1,485,0.5064,incon,0.291666667,0.857142857,1,0.7575,10,11,1,False,0.91,1,243925,,,12
1,1065,0.4532,incon,0.375,1.0,1,0.4675,8,9,1,False,0.89,1,243925,,,13
0,983,0.1929,con,0.416666667,1.0,1,-0.4915,10,11,1,False,0.91,1,243925,,,14
1,306,0.2021,con,0.375,0.857142857,1,0.847,11,12,1,False,0.92,1,243925,,,15
1,603,0.4558,incon,0.458333333,1.0,1,0.6985,10,11,1,False,0.91,1,243925,,,16
0,562,0.2481,incon,0.541666667,1.0,1,-0.281,12,13,1,False,0.92,1,243925,,,17
0,370,0.1176,con,0.5,0.857142857,2,-0.185,14,16,1,False,0.88,1,243925,,,18
1,1247,0.2912,incon,0.458333333,0.714285714,1,0.3765,13,14,1,False,0.93,1,243925,,,19
1,326,0.2892,con,0.458333333,1.0,4,0.837,12,16,1,False,0.75,1,243925,,,20
1,769,0.2726,con,0.541666667,1.0,1,0.6155,13,14,1,False,0.93,1,243925,,,21
1,847,0.4441,con,0.625,1.0,2,0.5765,14,16,1,False,0.88,1,243925,,,22
0,885,0.3926,incon,0.708333333,1.0,2,-0.4425,16,18,1,False,0.89,1,243925,,,23
0,1297,0.1876,con,0.666666667,0.857142857,2,-0.6485,18,20,1,False,0.9,1,243925,,,24
1,652,0.155,con,0.625,0.714285714,2,0.674,17,19,1,False,0.89,1,243925,,,25
0,441,-0.0122,con,0.708333333,1.0,5,-0.2205,16,21,1,False,0.76,1,243925,,,26
1,1269,-0.0544,incon,0.75,1.0,2,0.3655,18,20,1,False,0.9,1,243925,,True,27
0,359,-0.0018,incon,0.75,1.0,2,-0.1795,19,21,1,False,0.9,1,243925,,True,28
1,309,0.297,incon,0.75,0.857142857,5,0.8455,21,26,1,False,0.81,1,243925,,True,29
1,1163,0.2459,con,0.708333333,1.0,2,0.4185,19,21,1,False,0.9,1,243925,,True,30
0,647,0.2253,incon,0.708333333,0.857142857,2,-0.3235,18,20,1,False,0.9,1,243925,,True,31
1,853,0.2669,incon,0.666666667,1.0,5,0.5735,20,25,1,False,0.8,1,243925,,True,32
0,319,0.2709,incon,0.666666667,1.0,2,-0.1595,17,19,1,False,0.89,1,243925,,True,33
0,93297,-9.2279,con,0.666666667,1.0,5,-46.6485,19,24,1,False,0.79,1,243925,,True,34
1,732,,con,0.083333333,0.285714286,3,0.634,1,4,1,False,0.25,1,675185,,,7
0,760,,con,0.166666667,0.571428571,3,-0.38,3,6,1,False,0.5,1,675185,,,8
0,491,,incon,0.125,0.428571429,2,-0.2455,5,7,1,False,0.71,1,675185,,,9
1,802,,con,0.083333333,0.285714286,2,0.599,4,6,1,False,0.67,1,675185,,,10
1,586,0.2629,con,0.166666667,0.571428571,8,0.707,3,11,1,False,0.27,1,675185,,,11
0,769,0.0592,incon,0.25,0.857142857,2,-0.3845,5,7,1,False,0.71,1,675185,,,12
1,738,0.2614,con,0.208333333,0.714285714,1,0.631,7,8,1,False,0.88,1,675185,,,13
1,818,0.4287,con,0.291666667,1.0,7,0.591,6,13,1,False,0.46,1,675185,,,14
1,1018,0.4071,con,0.375,1.0,1,0.491,8,9,1,False,0.89,1,675185,,,15
0,1327,0.133,incon,0.416666667,1.0,1,-0.6635,10,11,1,False,0.91,1,675185,,,16
1,567,0.3532,incon,0.375,0.857142857,1,0.7165,11,12,1,False,0.92,1,675185,,,17
1,533,0.3737,con,0.458333333,1.0,1,0.7335,10,11,1,False,0.91,1,675185,,,18
1,576,0.3979,incon,0.541666667,1.0,1,0.712,12,13,1,False,0.92,1,675185,,,19
0,475,0.2522,con,0.625,1.0,2,-0.2375,14,16,1,False,0.88,1,675185,,,20
0,245,0.3604,incon,0.583333333,0.857142857,2,-0.1225,16,18,1,False,0.89,1,675185,,,21
0,408,0.1763,incon,0.541666667,0.714285714,2,-0.204,15,17,1,False,0.88,1,675185,,,22
1,538,0.1758,con,0.5,0.571428571,5,0.731,14,19,1,False,0.74,1,675185,,,23
1,586,0.1748,incon,0.583333333,0.857142857,4,0.707,13,17,1,False,0.76,1,675185,,,24
0,1035,0.1188,incon,0.666666667,1.0,7,-0.5175,15,22,1,False,0.68,1,675185,,,25
1,693,0.274,incon,0.625,0.857142857,2,0.6535,17,19,1,False,0.89,1,675185,,,26
0,752,0.2396,con,0.708333333,1.0,2,-0.376,16,18,1,False,0.89,1,675185,,,27
0,706,0.0228,incon,0.666666667,0.857142857,2,-0.353,18,20,1,False,0.9,1,675185,,,28
1,1109,-0.0295,incon,0.625,0.714285714,2,0.4455,17,19,1,False,0.89,1,675185,,,29
1,1245,0.1495,con,0.666666667,0.857142857,5,0.3775,16,21,1,False,0.76,1,675185,,True,30
1,790,0.1398,con,0.666666667,0.714285714,2,0.605,17,19,1,False,0.89,1,675185,,True,31
1,473,0.3677,con,0.666666667,0.571428571,4,0.7635,19,23,1,False,0.83,1,675185,,True,32
1,536,0.5847,incon,0.625,0.857142857,11,0.732,17,28,1,False,0.61,1,675185,,True,33
0,369,0.4587,incon,0.625,0.571428571,2,-0.1845,16,18,1,False,0.89,1,675185,,True,34
1,351,0.5481,incon,0.583333333,0.857142857,3,0.8245,18,21,1,False,0.86,1,675185,,True,35
1,431,0.584,con,0.583333333,0.714285714,2,0.7845,15,17,1,False,0.88,1,675185,,True,36
0,431,0.3882,incon,0.583333333,0.714285714,3,-0.2155,17,20,1,False,0.85,1,675185,,True,37
1,466,,con,0.083333333,0.285714286,3,0.767,1,4,1,False,0.25,1,547699,,,7
1,522,,incon,0.166666667,0.571428571,3,0.739,3,6,1,False,0.5,1,547699,,,8
1,616,,incon,0.25,0.857142857,2,0.692,5,7,1,False,0.71,1,547699,,,9
0,1988,,con,0.333333333,1.0,1,-0.994,7,8,1,False,0.88,1,547699,,,10
1,868,0.354,con,0.291666667,0.857142857,1,0.566,9,10,1,False,0.9,1,547699,,,11
0,1306,0.07,con,0.375,1.0,1,-0.653,8,9,1,False,0.89,1,547699,,,12
0,872,-0.165,incon,0.333333333,0.857142857,1,-0.436,10,11,1,False,0.91,1,547699,,,13
1,1373,-0.2407,incon,0.375,1.0,1,0.3135,9,10,1,False,0.9,1,547699,,True,14
0,875,-0.1294,incon,0.375,0.857142857,1,-0.4375,10,11,1,False,0.91,1,547699,,True,15
1,1151,-0.1577,con,0.375,0.714285714,4,0.4245,12,16,1,False,0.75,1,547699,,True,16
1,711,0.1018,con,0.333333333,1.0,3,0.6445,10,13,1,False,0.77,1,547699,,True,17
1,1621,0.2269,con,0.333333333,0.714285714,1,0.1895,9,10,1,False,0.9,1,547699,,True,18
1,829,0.2813,incon,0.291666667,1.0,1,0.5855,11,12,1,False,0.92,1,547699,,True,19
1,1774,0.3914,incon,0.291666667,0.857142857,1,0.113,8,9,1,False,0.89,1,547699,,True,20
1,783,,con,0.083333333,0.285714286,3,0.6085,1,4,1,False,0.25,1,495228,,,7
1,875,,incon,0.166666667,0.571428571,3,0.5625,3,6,1,False,0.5,1,495228,,,8
1,1359,,incon,0.25,0.857142857,2,0.3205,5,7,1,False,0.71,1,495228,,,9
1,995,,con,0.291666667,1.0,1,0.5025,7,8,1,False,0.88,1,495228,,,10
1,1193,0.4795,incon,0.375,1.0,1,0.4035,8,9,1,False,0.89,1,495228,,,11
0,1201,0.2377,con,0.416666667,1.0,1,-0.6005,10,11,1,False,0.91,1,495228,,,12
1,1091,0.2161,con,0.375,0.857142857,1,0.4545,11,12,1,False,0.92,1,495228,,,13
0,1984,-0.0464,con,0.416666667,1.0,1,-0.992,10,11,1,False,0.91,1,495228,,,14
1,819,-0.0288,incon,0.458333333,1.0,1,0.5905,11,12,1,False,0.92,1,495228,,True,15
0,894,-0.1989,incon,0.458333333,1.0,1,-0.447,12,13,1,False,0.92,1,495228,,True,16
0,1635,-0.2423,incon,0.458333333,0.857142857,4,-0.8175,14,18,1,False,0.78,1,495228,,True,17
1,1522,-0.2854,con,0.416666667,1.0,1,0.239,12,13,1,False,0.92,1,495228,,True,18
1,1041,0.0089,con,0.416666667,0.857142857,1,0.4795,11,12,1,False,0.92,1,495228,,True,19
1,1289,-0.0381,con,0.375,1.0,4,0.3555,13,17,1,False,0.76,1,495228,,True,20
0,1533,-0.102,incon,0.375,1.0,1,-0.7665,10,11,1,False,0.91,1,495228,,True,21
0,814,,con,0.041666667,0.142857143,1,-0.407,3,4,1,False,0.75,1,483479,,True,7
0,1268,,incon,0.041666667,0.0,4,-0.634,2,6,1,False,0.33,1,483479,,True,8
1,1172,,incon,0.041666667,0.0,4,0.414,4,8,1,False,0.5,1,483479,,True,9
1,781,,con,0.0,0.142857143,11,0.6095,2,13,1,False,0.15,1,483479,,True,10
1,1213,0.0752,con,0.0,0.0,2,0.3935,1,3,1,False,0.33,1,483479,,True,11
1,1168,0.2398,incon,0.0,0.142857143,1,0.416,3,4,1,False,0.75,1,483479,,True,12
1,802,0.4864,incon,0.0,0.0,2,0.599,1,3,1,False,0.33,1,483479,,True,13
1,715,,incon,0.0,0.142857143,8,0.6425,1,9,1,False,0.11,1,643168,,True,13
1,1362,,incon,0.0,0.0,1,0.319,3,4,1,False,0.75,1,643168,,True,14
1,404,,con,0.083333333,0.285714286,3,0.798,1,4,1,False,0.25,1,669146,,,7
1,375,,con,0.166666667,0.571428571,3,0.8125,3,6,1,False,0.5,1,669146,,,8
1,607,,incon,0.25,0.857142857,2,0.6965,5,7,1,False,0.71,1,669146,,,9
0,508,,incon,0.333333333,1.0,1,-0.254,7,8,1,False,0.88,1,669146,,,10
1,825,0.5281,con,0.291666667,0.857142857,1,0.5875,9,10,1,False,0.9,1,669146,,,11
1,733,0.4952,con,0.375,1.0,1,0.6335,8,9,1,False,0.89,1,669146,,,12
0,524,0.2803,incon,0.458333333,1.0,1,-0.262,10,11,1,False,0.91,1,669146,,,13
1,575,0.2835,con,0.416666667,0.857142857,1,0.7125,12,13,1,False,0.92,1,669146,,,14
1,488,0.4855,con,0.5,1.0,1,0.756,11,12,1,False,0.92,1,669146,,,15
1,574,0.5106,con,0.583333333,1.0,1,0.713,13,14,1,False,0.93,1,669146,,,16
0,307,0.3532,incon,0.666666667,1.0,2,-0.1535,15,17,1,False,0.88,1,669146,,,17
0,362,0.3694,con,0.625,0.857142857,2,-0.181,17,19,1,False,0.89,1,669146,,,18
0,348,0.1921,con,0.583333333,0.714285714,2,-0.174,16,18,1,False,0.89,1,669146,,,19
1,359,0.205,con,0.541666667,0.571428571,5,0.8205,15,20,1,False,0.75,1,669146,,,20
1,326,0.2298,incon,0.625,0.857142857,5,0.837,14,19,1,False,0.74,1,669146,,,21
0,476,0.2129,con,0.708333333,1.0,2,-0.238,16,18,1,False,0.89,1,669146,,,22
1,413,0.4078,con,0.666666667,0.857142857,2,0.7935,18,20,1,False,0.9,1,669146,,,23
1,405,0.6021,con,0.75,1.0,2,0.7975,17,19,1,False,0.89,1,669146,,,24
1,317,0.6063,incon,0.833333333,1.0,2,0.8415,19,21,1,False,0.9,1,669146,,,25
1,406,0.5983,incon,0.916666667,1.0,2,0.797,21,23,1,False,0.91,1,669146,,,26
1,340,0.8119,incon,1.0,1.0,3,0.83,23,26,1,False,0.88,1,669146,,,27
0,354,0.6178,con,1.0,1.0,3,-0.177,25,28,1,False,0.89,1,669146,,True,28
1,333,0.625,incon,1.0,1.0,6,0.8335,27,33,1,False,0.82,1,669146,,True,29
0,397,0.417,incon,1.0,0.857142857,3,-0.1985,25,28,1,False,0.89,1,669146,,True,30
1,400,0.4176,con,1.0,1.0,6,0.8,27,33,1,False,0.82,1,669146,,True,31
1,517,0.3999,con,1.0,0.857142857,3,0.7415,25,28,1,False,0.89,1,669146,,True,32
1,389,0.5964,incon,0.958333333,1.0,6,0.8055,27,33,1,False,0.82,1,669146,,True,33
0,239,0.4058,incon,0.958333333,1.0,3,-0.1195,24,27,1,False,0.89,1,669146,,True,34
1,234,0.6221,incon,0.958333333,1.0,6,0.883,26,32,1,False,0.81,1,669146,,True,35
1,1054,,incon,0.041666667,0.142857143,3,0.473,1,4,1,False,0.25,1,707865,,,7
1,633,,con,0.083333333,0.285714286,4,0.6835,2,6,1,False,0.33,1,707865,,,8
1,876,,incon,0.166666667,0.571428571,8,0.562,3,11,1,False,0.27,1,707865,,,9
1,1235,,con,0.25,0.857142857,2,0.3825,5,7,1,False,0.71,1,707865,,,10
0,1968,0.2234,incon,0.291666667,1.0,1,-0.984,7,8,1,False,0.88,1,707865,,,11
1,931,0.2357,incon,0.25,0.857142857,1,0.5345,8,9,1,False,0.89,1,707865,,,12
1,1523,0.1467,con,0.333333333,1.0,1,0.2385,7,8,1,False,0.88,1,707865,,,13
0,762,-0.0419,con,0.291666667,1.0,1,-0.381,9,10,1,False,0.9,1,707865,,,14
1,1061,-0.0245,con,0.333333333,1.0,1,0.4695,8,9,1,False,0.89,1,707865,,True,15
0,797,0.0926,incon,0.333333333,1.0,1,-0.3985,9,10,1,False,0.9,1,707865,,True,16
1,798,0.1059,con,0.333333333,0.857142857,4,0.601,11,15,1,False,0.73,1,707865,,True,17
1,908,0.1674,con,0.291666667,1.0,1,0.546,9,10,1,False,0.9,1,707865,,True,18
1,650,0.3786,con,0.291666667,0.857142857,1,0.675,8,9,1,False,0.89,1,707865,,True,19
1,731,0.4116,incon,0.25,1.0,4,0.6345,10,14,1,False,0.71,1,707865,,True,20
0,800,0.4113,con,0.25,1.0,1,-0.4,7,8,1,False,0.88,1,707865,,True,21
1,512,,incon,0.083333333,0.285714286,3,0.744,1,4,2,False,0.25,1,402597,,,7
