n1,n2,ratio,sid,RT,ACC,easyness
17.0,52.0,0.33,161176,776.0,1.0,
16.0,64.0,0.25,161176,646.0,1.0,
15.0,17.0,0.88,161176,757.0,1.0,
14.0,19.0,0.74,161176,507.0,1.0,
13.0,17.0,0.76,161176,604.0,1.0,
12.0,18.0,0.67,161176,591.0,1.0,
11.0,22.0,0.5,161176,917.0,1.0,
10.0,30.0,0.33,161176,557.0,1.0,
9.0,36.0,0.25,161176,675.0,1.0,
8.0,9.0,0.89,161176,620.0,1.0,
7.0,13.0,0.54,161176,549.0,1.0,
6.0,8.0,0.75,161176,607.0,1.0,
5.0,7.0,0.71,161176,619.0,1.0,
4.0,6.0,0.67,161176,580.0,1.0,
3.0,11.0,0.27,161176,772.0,1.0,
2.0,6.0,0.33,161176,674.0,1.0,
24.0,96.0,0.25,161176,1003.0,1.0,
23.0,26.0,0.88,161176,615.0,1.0,
22.0,29.0,0.76,161176,731.0,1.0,
21.0,28.0,0.75,161176,781.0,1.0,
20.0,30.0,0.67,161176,757.0,1.0,
19.0,38.0,0.5,161176,631.0,1.0,
18.0,55.0,0.33,161176,569.0,1.0,
17.0,68.0,0.25,161176,678.0,1.0,
16.0,18.0,0.89,161176,940.0,1.0,
15.0,17.0,0.88,161176,574.0,1.0,
14.0,19.0,0.74,161176,457.0,1.0,
13.0,17.0,0.76,161176,1405.0,1.0,
12.0,18.0,0.67,161176,497.0,1.0,
11.0,22.0,0.5,161176,446.0,1.0,
10.0,30.0,0.33,161176,600.0,1.0,
9.0,36.0,0.25,161176,393.0,1.0,
8.0,14.0,0.57,161176,477.0,1.0,
7.0,9.0,0.78,161176,517.0,1.0,
6.0,8.0,0.75,161176,633.0,1.0,
5.0,13.0,0.38,161176,511.0,1.0,
4.0,8.0,0.5,161176,517.0,1.0,
3.0,9.0,0.33,161176,416.0,1.0,
,,,161176,,,
4.0,8.0,0.5,161176,677.0,1.0,
3.0,9.0,0.33,161176,533.0,1.0,
2.0,8.0,0.25,161176,524.0,1.0,
3.0,9.0,0.33,161176,757.0,0.0,
2.0,8.0,0.25,161176,808.0,1.0,
,,,161176,,,
23.0,92.0,0.25,161176,1085.0,1.0,
22.0,24.0,0.92,161176,791.0,1.0,
21.0,28.0,0.75,161176,801.0,1.0,
20.0,27.0,0.74,161176,770.0,1.0,
19.0,29.0,0.66,161176,862.0,1.0,
,,,161176,,,
17.0,52.0,0.33,161176,869.0,1.0,
16.0,64.0,0.25,161176,764.0,1.0,
15.0,17.0,0.88,161176,583.0,1.0,
14.0,19.0,0.74,161176,633.0,1.0,
13.0,17.0,0.76,161176,412.0,1.0,
12.0,18.0,0.67,161176,607.0,1.0,
11.0,22.0,0.5,161176,548.0,1.0,
10.0,30.0,0.33,161176,599.0,1.0,
9.0,36.0,0.25,161176,516.0,1.0,
8.0,14.0,0.57,161176,590.0,1.0,
7.0,9.0,0.78,161176,534.0,1.0,
6.0,8.0,0.75,161176,836.0,1.0,
5.0,13.0,0.38,161176,771.0,1.0,
4.0,8.0,0.5,161176,564.0,1.0,
3.0,9.0,0.33,161176,613.0,1.0,
2.0,8.0,0.25,161176,535.0,1.0,
24.0,27.0,0.89,161176,709.0,1.0,
23.0,26.0,0.88,161176,1032.0,1.0,
22.0,29.0,0.76,161176,910.0,1.0,
21.0,28.0,0.75,161176,941.0,1.0,
20.0,30.0,0.67,161176,633.0,1.0,
19.0,29.0,0.66,161176,1011.0,1.0,
18.0,36.0,0.5,161176,697.0,1.0,
17.0,52.0,0.33,161176,710.0,1.0,
16.0,64.0,0.25,161176,633.0,1.0,
15.0,17.0,0.88,161176,678.0,1.0,
14.0,19.0,0.74,161176,718.0,1.0,
13.0,17.0,0.76,161176,657.0,1.0,
12.0,18.0,0.67,161176,706.0,1.0,
11.0,22.0,0.5,161176,635.0,1.0,
10.0,30.0,0.33,161176,764.0,1.0,
9.0,36.0,0.25,161176,772.0,1.0,
8.0,14.0,0.57,161176,773.0,1.0,
7.0,9.0,0.78,161176,906.0,1.0,
6.0,8.0,0.75,161176,797.0,1.0,
5.0,13.0,0.38,161176,697.0,1.0,
4.0,8.0,0.5,161176,729.0,1.0,
3.0,14.0,0.21,161176,869.0,1.0,
,,,161176,,,
6.0,8.0,0.75,161176,721.0,1.0,
5.0,13.0,0.38,161176,541.0,1.0,
4.0,8.0,0.5,161176,536.0,1.0,
3.0,9.0,0.33,161176,557.0,1.0,
2.0,8.0,0.25,161176,671.0,1.0,
3.0,9.0,0.33,877289,1125.0,1.0,0.4375
1.0,4.0,0.25,877289,1186.0,1.0,0.407
3.0,4.0,0.75,877289,967.0,1.0,0.5165
1.0,2.0,0.5,877289,905.0,1.0,0.5475
2.0,3.0,0.67,877289,738.0,1.0,0.631
,,,877289,,,
1.0,9.0,0.11,877289,655.0,1.0,0.6725
3.0,6.0,0.5,877289,648.0,1.0,0.676
5.0,7.0,0.71,877289,717.0,1.0,0.6415
7.0,8.0,0.88,877289,749.0,1.0,0.6255
9.0,10.0,0.9,877289,800.0,1.0,0.6
11.0,12.0,0.92,877289,1056.0,1.0,0.472
13.0,14.0,0.93,877289,1051.0,1.0,0.4745
14.0,16.0,0.88,877289,925.0,1.0,0.5375
15.0,17.0,0.88,877289,1711.0,1.0,0.1445
17.0,19.0,0.89,877289,910.0,1.0,0.545
18.0,20.0,0.9,877289,924.0,1.0,0.538
20.0,22.0,0.91,877289,1762.0,1.0,0.119
22.0,24.0,0.92,877289,941.0,1.0,0.5295
21.0,23.0,0.91,877289,1713.0,1.0,0.1435
23.0,26.0,0.88,877289,1120.0,1.0,0.44
24.0,27.0,0.89,877289,791.0,1.0,0.6045
25.0,28.0,0.89,877289,758.0,1.0,0.621
27.0,33.0,0.82,877289,1028.0,0.0,-0.514
25.0,28.0,0.89,877289,1002.0,1.0,0.499
27.0,33.0,0.82,877289,1011.0,1.0,0.4945
25.0,28.0,0.89,877289,1146.0,1.0,0.427
27.0,33.0,0.82,877289,1165.0,1.0,0.4175
24.0,27.0,0.89,877289,1159.0,1.0,0.4205
3.0,9.0,0.33,970865,638.0,1.0,0.681
,,,970865,,,
1.0,4.0,0.25,970865,465.0,1.0,0.7675
3.0,6.0,0.5,970865,418.0,1.0,0.791
5.0,7.0,0.71,970865,548.0,1.0,0.726
7.0,8.0,0.88,970865,616.0,1.0,0.692
9.0,10.0,0.9,970865,391.0,1.0,0.8045
11.0,12.0,0.92,970865,556.0,1.0,0.722
13.0,14.0,0.93,970865,456.0,1.0,0.772
15.0,17.0,0.88,970865,609.0,1.0,0.6955
17.0,19.0,0.89,970865,573.0,1.0,0.7135
19.0,21.0,0.9,970865,519.0,0.0,-0.2595
21.0,23.0,0.91,970865,532.0,1.0,0.734
20.0,22.0,0.91,970865,767.0,1.0,0.6165
22.0,24.0,0.92,970865,635.0,1.0,0.6825
24.0,27.0,0.89,970865,838.0,1.0,0.581
25.0,28.0,0.89,970865,744.0,1.0,0.628
27.0,33.0,0.82,970865,957.0,1.0,0.5215
25.0,28.0,0.89,970865,629.0,1.0,0.6855
27.0,33.0,0.82,970865,680.0,1.0,0.66
25.0,28.0,0.89,970865,617.0,1.0,0.6915
24.0,27.0,0.89,970865,860.0,1.0,0.57
1.0,4.0,0.25,970865,473.0,1.0,0.7635
2.0,6.0,0.33,970865,418.0,1.0,0.791
3.0,11.0,0.27,970865,393.0,1.0,0.8035
4.0,6.0,0.67,970865,505.0,1.0,0.7475
3.0,9.0,0.33,970865,1285.0,1.0,0.3575
1.0,4.0,0.25,970865,539.0,1.0,0.7305
1.0,4.0,0.25,970865,459.0,1.0,0.7705
3.0,6.0,0.5,970865,490.0,1.0,0.755
5.0,7.0,0.71,970865,561.0,1.0,0.7195
7.0,8.0,0.88,970865,670.0,1.0,0.665
9.0,10.0,0.9,970865,450.0,1.0,0.775
11.0,12.0,0.92,970865,587.0,1.0,0.7065
13.0,14.0,0.93,970865,600.0,1.0,0.7
15.0,17.0,0.88,970865,687.0,1.0,0.6565
17.0,19.0,0.89,970865,456.0,1.0,0.772
19.0,21.0,0.9,970865,615.0,1.0,0.6925
21.0,23.0,0.91,970865,657.0,1.0,0.6715
23.0,26.0,0.88,970865,713.0,1.0,0.6435
25.0,28.0,0.89,970865,629.0,1.0,0.6855
27.0,33.0,0.82,970865,720.0,1.0,0.64
25.0,28.0,0.89,970865,661.0,1.0,0.6695
27.0,33.0,0.82,970865,638.0,1.0,0.681
25.0,28.0,0.89,970865,809.0,1.0,0.5955
27.0,33.0,0.82,970865,608.0,1.0,0.696
24.0,27.0,0.89,970865,937.0,1.0,0.5315
2.0,8.0,0.25,970865,527.0,1.0,0.7365
3.0,9.0,0.33,970865,586.0,1.0,0.707
4.0,8.0,0.5,970865,706.0,1.0,0.647
,,,970865,,,
,,,875269,,,
,,,875269,,,
,,,875269,,,
2.0,8.0,0.25,875269,468.0,1.0,0.766
,,,875269,,,
1.0,4.0,0.25,875269,476.0,1.0,0.762
2.0,6.0,0.33,875269,478.0,1.0,0.761
4.0,8.0,0.5,875269,552.0,1.0,0.724
2.0,13.0,0.15,875269,425.0,1.0,0.7875
1.0,3.0,0.33,875269,375.0,1.0,0.8125
1.0,9.0,0.11,875269,404.0,1.0,0.798
3.0,4.0,0.75,875269,539.0,1.0,0.7305
3.0,9.0,0.33,875269,511.0,1.0,0.7445
1.0,4.0,0.25,875269,517.0,1.0,0.7415
3.0,9.0,0.33,875269,1483.0,0.0,-0.7415
1.0,4.0,0.25,875269,1985.0,0.0,-0.9925
3.0,9.0,0.33,875269,1969.0,0.0,-0.9845
26.0,32.0,0.81,875269,1075.0,1.0,0.4625
24.0,27.0,0.89,875269,707.0,0.0,-0.3535
27.0,33.0,0.82,875269,696.0,1.0,0.652
25.0,28.0,0.89,875269,552.0,1.0,0.724
27.0,33.0,0.82,875269,626.0,0.0,-0.313
25.0,28.0,0.89,875269,621.0,1.0,0.6895
24.0,27.0,0.89,875269,580.0,1.0,0.71
22.0,24.0,0.92,875269,872.0,1.0,0.564
20.0,22.0,0.91,875269,761.0,1.0,0.6195
18.0,20.0,0.9,875269,537.0,1.0,0.7315
16.0,18.0,0.89,875269,562.0,1.0,0.719
14.0,16.0,0.88,875269,634.0,1.0,0.683
12.0,13.0,0.92,875269,544.0,1.0,0.728
10.0,11.0,0.91,875269,543.0,1.0,0.7285
8.0,9.0,0.89,875269,518.0,1.0,0.741
6.0,13.0,0.46,875269,465.0,1.0,0.7675
4.0,8.0,0.5,875269,611.0,1.0,0.6945
10.0,11.0,0.91,875269,647.0,1.0,0.6765
8.0,9.0,0.89,875269,593.0,1.0,0.7035
6.0,8.0,0.75,875269,723.0,1.0,0.6385
4.0,13.0,0.31,875269,485.0,1.0,0.7575
,,,147108,,,
,,,147108,,,
3.0,9.0,0.33,147108,1988.0,0.0,-0.994
1.0,4.0,0.25,147108,1403.0,1.0,0.2985
3.0,9.0,0.33,147108,1971.0,0.0,-0.9855
1.0,4.0,0.25,147108,1985.0,0.0,-0.9925
3.0,9.0,0.33,147108,1985.0,0.0,-0.9925
3.0,4.0,0.75,147108,897.0,1.0,0.5515
2.0,6.0,0.33,147108,603.0,1.0,0.6985
4.0,8.0,0.5,147108,451.0,1.0,0.7745
2.0,13.0,0.15,147108,659.0,1.0,0.6705
1.0,3.0,0.33,147108,763.0,1.0,0.6185
1.0,9.0,0.11,147108,775.0,1.0,0.6125
3.0,4.0,0.75,147108,728.0,1.0,0.636
,,,384430,,,
14.0,16.0,0.88,384430,503.0,1.0,
13.0,17.0,0.76,384430,684.0,1.0,
12.0,16.0,0.75,384430,507.0,1.0,
11.0,17.0,0.65,384430,623.0,1.0,
10.0,20.0,0.5,384430,611.0,1.0,
9.0,27.0,0.33,384430,744.0,1.0,
8.0,32.0,0.25,384430,808.0,1.0,
7.0,8.0,0.88,384430,703.0,1.0,
6.0,7.0,0.86,384430,828.0,1.0,
7.0,8.0,0.88,384430,656.0,0.0,
6.0,7.0,0.86,384430,645.0,1.0,
8.0,9.0,0.89,384430,582.0,0.0,
7.0,9.0,0.78,384430,1302.0,1.0,
6.0,8.0,0.75,384430,667.0,1.0,
5.0,13.0,0.38,384430,553.0,1.0,
4.0,8.0,0.5,384430,708.0,1.0,
3.0,9.0,0.33,384430,581.0,1.0,
2.0,13.0,0.15,384430,618.0,1.0,
4.0,8.0,0.5,384430,652.0,0.0,
2.0,6.0,0.33,384430,1491.0,0.0,
24.0,96.0,0.25,384430,929.0,1.0,
23.0,26.0,0.88,384430,697.0,1.0,
22.0,29.0,0.76,384430,972.0,1.0,
21.0,28.0,0.75,384430,622.0,1.0,
20.0,30.0,0.67,384430,678.0,1.0,
19.0,38.0,0.5,384430,718.0,1.0,
18.0,36.0,0.5,384430,1076.0,1.0,
17.0,52.0,0.33,384430,865.0,1.0,
16.0,64.0,0.25,384430,696.0,1.0,
15.0,17.0,0.88,384430,719.0,1.0,
14.0,19.0,0.74,384430,811.0,1.0,
13.0,17.0,0.76,384430,705.0,1.0,
12.0,18.0,0.67,384430,546.0,1.0,
11.0,22.0,0.5,384430,558.0,1.0,
10.0,30.0,0.33,384430,748.0,1.0,
9.0,36.0,0.25,384430,638.0,1.0,
8.0,14.0,0.57,384430,611.0,1.0,
7.0,9.0,0.78,384430,514.0,1.0,
6.0,8.0,0.75,384430,446.0,1.0,
5.0,13.0,0.38,384430,693.0,1.0,
,,,384430,,,
3.0,9.0,0.33,384430,511.0,1.0,
2.0,8.0,0.25,384430,510.0,1.0,
3.0,14.0,0.21,384430,843.0,0.0,
,,,384430,,,
6.0,8.0,0.75,384430,680.0,1.0,
5.0,13.0,0.38,384430,776.0,1.0,
4.0,8.0,0.5,384430,661.0,1.0,
3.0,9.0,0.33,384430,640.0,1.0,
2.0,8.0,0.25,384430,740.0,1.0,
,,,384430,,,
15.0,20.0,0.75,384430,549.0,1.0,
14.0,21.0,0.67,384430,597.0,1.0,
13.0,26.0,0.5,384430,548.0,1.0,
12.0,36.0,0.33,384430,557.0,1.0,
11.0,44.0,0.25,384430,565.0,1.0,
10.0,11.0,0.91,384430,508.0,1.0,
9.0,12.0,0.75,384430,607.0,1.0,
8.0,16.0,0.5,384430,484.0,1.0,
7.0,11.0,0.64,384430,590.0,1.0,
6.0,12.0,0.5,384430,441.0,1.0,
5.0,15.0,0.33,384430,563.0,1.0,
4.0,16.0,0.25,384430,504.0,1.0,
3.0,8.0,0.38,384430,536.0,1.0,
2.0,3.0,0.67,384430,653.0,1.0,
24.0,32.0,0.75,384430,738.0,1.0,
23.0,35.0,0.66,384430,714.0,1.0,
22.0,44.0,0.5,384430,721.0,1.0,
21.0,64.0,0.33,384430,668.0,1.0,
20.0,80.0,0.25,384430,891.0,1.0,
19.0,21.0,0.9,384430,755.0,1.0,
18.0,24.0,0.75,384430,845.0,1.0,
17.0,23.0,0.74,384430,774.0,1.0,
18.0,29.0,0.62,384430,767.0,1.0,
16.0,24.0,0.67,384430,1528.0,1.0,
17.0,23.0,0.74,384430,892.0,0.0,
18.0,24.0,0.75,384430,1099.0,0.0,
19.0,23.0,0.83,384430,796.0,1.0,
17.0,26.0,0.65,384430,1014.0,1.0,
18.0,32.0,0.56,384430,773.0,1.0,
16.0,48.0,0.33,384430,1108.0,1.0,
,,,384430,,,
,,,384430,,,
13.0,17.0,0.76,384430,910.0,1.0,
12.0,16.0,0.75,384430,650.0,1.0,
11.0,17.0,0.65,384430,955.0,1.0,
,,,384430,,,
,,,384430,,,
8.0,32.0,0.25,384430,908.0,1.0,
7.0,8.0,0.88,384430,980.0,1.0,
6.0,12.0,0.5,384430,805.0,1.0,
5.0,7.0,0.71,384430,700.0,1.0,
4.0,5.0,0.8,384430,789.0,1.0,
5.0,6.0,0.83,384430,716.0,1.0,
3.0,14.0,0.21,384430,1232.0,1.0,
,,,384430,,,
6.0,8.0,0.75,384430,824.0,1.0,
5.0,13.0,0.38,384430,656.0,1.0,
4.0,8.0,0.5,384430,690.0,1.0,
3.0,9.0,0.33,384430,719.0,1.0,
2.0,8.0,0.25,384430,928.0,1.0,
,,,620532,,,
25.0,28.0,0.89,620532,871.0,1.0,0.5645
23.0,26.0,0.88,620532,1051.0,1.0,0.4745
21.0,23.0,0.91,620532,884.0,1.0,0.558
19.0,21.0,0.9,620532,925.0,1.0,0.5375
17.0,19.0,0.89,620532,762.0,1.0,0.619
16.0,18.0,0.89,620532,884.0,1.0,0.558
14.0,16.0,0.88,620532,1163.0,1.0,0.4185
12.0,13.0,0.92,620532,809.0,1.0,0.5955
11.0,12.0,0.92,620532,716.0,1.0,0.642
10.0,11.0,0.91,620532,1105.0,1.0,0.4475
8.0,9.0,0.89,620532,1468.0,1.0,0.266
9.0,10.0,0.9,620532,885.0,1.0,0.5575
7.0,8.0,0.88,620532,663.0,0.0,-0.3315
5.0,7.0,0.71,620532,690.0,1.0,0.655
3.0,6.0,0.5,620532,591.0,1.0,0.7045
1.0,4.0,0.25,620532,587.0,1.0,0.7065
3.0,5.0,0.6,620532,620.0,1.0,0.69
2.0,9.0,0.22,620532,705.0,1.0,0.6475
3.0,4.0,0.75,620532,904.0,1.0,0.548
1.0,4.0,0.25,620532,781.0,1.0,0.6095
3.0,9.0,0.33,620532,1274.0,1.0,0.363
27.0,33.0,0.82,620532,1192.0,1.0,0.404
25.0,28.0,0.89,620532,1526.0,1.0,0.237
27.0,33.0,0.82,620532,1380.0,1.0,0.31
25.0,28.0,0.89,620532,742.0,1.0,0.629
27.0,33.0,0.82,620532,904.0,0.0,-0.452
25.0,28.0,0.89,620532,1579.0,1.0,0.2105
24.0,27.0,0.89,620532,1051.0,1.0,0.4745
3.0,11.0,0.27,880203,556.0,1.0,0.722
,,,880203,,,
1.0,4.0,0.25,880203,848.0,1.0,0.576
3.0,6.0,0.5,880203,749.0,1.0,0.6255
5.0,7.0,0.71,880203,1056.0,1.0,0.472
7.0,8.0,0.88,880203,749.0,1.0,0.6255
8.0,9.0,0.89,880203,759.0,1.0,0.6205
10.0,11.0,0.91,880203,843.0,1.0,0.5785
12.0,13.0,0.92,880203,1439.0,1.0,0.2805
14.0,16.0,0.88,880203,725.0,1.0,0.6375
15.0,17.0,0.88,880203,660.0,1.0,0.67
17.0,19.0,0.89,880203,724.0,1.0,0.638
19.0,21.0,0.9,880203,828.0,1.0,0.586
21.0,23.0,0.91,880203,1302.0,1.0,0.349
23.0,26.0,0.88,880203,931.0,1.0,0.5345
24.0,27.0,0.89,880203,1034.0,1.0,0.483
25.0,28.0,0.89,880203,736.0,1.0,0.632
27.0,33.0,0.82,880203,1106.0,1.0,0.447
25.0,28.0,0.89,880203,802.0,1.0,0.599
27.0,33.0,0.82,880203,975.0,1.0,0.5125
25.0,28.0,0.89,880203,824.0,1.0,0.588
24.0,27.0,0.89,880203,1157.0,1.0,0.4215
3.0,9.0,0.33,880203,1984.0,0.0,-0.992
1.0,4.0,0.25,880203,807.0,1.0,0.5965
3.0,9.0,0.33,880203,735.0,1.0,0.6325
2.0,6.0,0.33,880203,706.0,1.0,0.647
,,,926782,,,
,,,926782,,,
,,,926782,,,
,,,926782,,,
,,,926782,,,
,,,926782,,,
,,,926782,,,
25.0,28.0,0.89,926782,657.0,0.0,-0.3285
,,,926782,,,
,,,926782,,,
2.0,8.0,0.25,926782,624.0,1.0,0.688
27.0,33.0,0.82,926782,633.0,0.0,-0.3165
,,,926782,,,
,,,926782,,,
2.0,8.0,0.25,926782,1675.0,1.0,0.1625
,,,926782,,,
,,,926782,,,
,,,926782,,,
2.0,8.0,0.25,926782,956.0,1.0,0.522
,,,926782,,,
,,,926782,,,
2.0,8.0,0.25,926782,1116.0,1.0,0.442
3.0,9.0,0.33,926782,1984.0,0.0,-0.992
24.0,27.0,0.89,926782,1434.0,1.0,0.283
25.0,28.0,0.89,926782,983.0,1.0,0.5085
27.0,33.0,0.82,926782,1357.0,1.0,0.3215
25.0,28.0,0.89,926782,973.0,1.0,0.5135
27.0,33.0,0.82,926782,1179.0,1.0,0.4105
25.0,28.0,0.89,926782,1059.0,1.0,0.4705
24.0,27.0,0.89,926782,1111.0,1.0,0.4445
24.0,27.0,0.89,926782,950.0,1.0,0.525
25.0,28.0,0.89,926782,966.0,1.0,0.517
27.0,33.0,0.82,926782,1221.0,1.0,0.3895
25.0,28.0,0.89,926782,1146.0,1.0,0.427
27.0,33.0,0.82,926782,1330.0,0.0,-0.665
25.0,28.0,0.89,926782,820.0,1.0,0.59
24.0,27.0,0.89,926782,961.0,1.0,0.5195
25.0,28.0,0.89,926782,736.0,1.0,0.632
27.0,33.0,0.82,926782,796.0,0.0,-0.398
25.0,28.0,0.89,926782,654.0,0.0,-0.327
27.0,33.0,0.82,926782,999.0,0.0,-0.4995
25.0,28.0,0.89,926782,832.0,1.0,0.584
27.0,33.0,0.82,926782,872.0,1.0,0.564
24.0,27.0,0.89,926782,630.0,1.0,0.685
1.0,4.0,0.25,926782,1142.0,1.0,0.429
2.0,6.0,0.33,926782,1086.0,1.0,0.457
4.0,8.0,0.5,926782,1832.0,1.0,0.084
2.0,13.0,0.15,926782,1756.0,1.0,0.122
1.0,3.0,0.33,926782,1028.0,1.0,0.486
3.0,4.0,0.75,926782,1194.0,1.0,0.403
1.0,3.0,0.33,926782,856.0,1.0,0.572
22.0,24.0,0.92,926782,797.0,1.0,0.6015
20.0,22.0,0.91,926782,775.0,1.0,0.6125
18.0,20.0,0.9,926782,742.0,1.0,0.629
16.0,18.0,0.89,926782,766.0,1.0,0.617
14.0,16.0,0.88,926782,782.0,1.0,0.609
15.0,17.0,0.88,926782,935.0,1.0,0.5325
13.0,14.0,0.93,926782,384.0,0.0,-0.192
11.0,12.0,0.92,926782,687.0,1.0,0.6565
9.0,10.0,0.9,926782,575.0,1.0,0.7125
7.0,8.0,0.88,926782,786.0,1.0,0.607
5.0,7.0,0.71,926782,686.0,1.0,0.657
3.0,6.0,0.5,926782,534.0,1.0,0.733
1.0,4.0,0.25,926782,537.0,1.0,0.7315
3.0,11.0,0.27,926782,477.0,1.0,0.7615
2.0,6.0,0.33,926782,598.0,1.0,0.701
3.0,9.0,0.33,926782,542.0,1.0,0.729
1.0,4.0,0.25,926782,551.0,1.0,0.7245
3.0,9.0,0.33,926782,1825.0,1.0,0.0875
24.0,27.0,0.89,926782,940.0,1.0,0.53
25.0,28.0,0.89,926782,1190.0,1.0,0.405
27.0,33.0,0.82,926782,1003.0,1.0,0.4985
25.0,28.0,0.89,926782,1137.0,1.0,0.4315
27.0,33.0,0.82,926782,1081.0,1.0,0.4595
25.0,28.0,0.89,926782,1109.0,1.0,0.4455
24.0,27.0,0.89,926782,966.0,1.0,0.517
22.0,24.0,0.92,926782,833.0,1.0,0.5835
20.0,22.0,0.91,926782,803.0,1.0,0.5985
19.0,21.0,0.9,926782,788.0,1.0,0.606
17.0,19.0,0.89,926782,1097.0,1.0,0.4515
15.0,17.0,0.88,926782,988.0,1.0,0.506
13.0,14.0,0.93,926782,788.0,1.0,0.606
11.0,12.0,0.92,926782,807.0,1.0,0.5965
7.0,8.0,0.88,926782,891.0,1.0,0.5545
9.0,10.0,0.9,926782,702.0,1.0,0.649
5.0,7.0,0.71,926782,839.0,1.0,0.5805
3.0,6.0,0.5,926782,675.0,1.0,0.6625
1.0,4.0,0.25,926782,556.0,1.0,0.722
3.0,9.0,0.33,926782,583.0,1.0,0.7085
2.0,8.0,0.25,926782,620.0,1.0,0.69
3.0,9.0,0.33,926782,639.0,1.0,0.6805
1.0,4.0,0.25,926782,1134.0,1.0,0.433
3.0,9.0,0.33,926782,1984.0,0.0,-0.992
24.0,27.0,0.89,926782,1067.0,1.0,0.4665
25.0,28.0,0.89,926782,981.0,1.0,0.5095
27.0,33.0,0.82,926782,1541.0,1.0,0.2295
25.0,28.0,0.89,926782,1030.0,1.0,0.485
27.0,33.0,0.82,926782,947.0,1.0,0.5265
25.0,28.0,0.89,926782,675.0,1.0,0.6625
24.0,27.0,0.89,926782,638.0,1.0,0.681
2.0,6.0,0.33,926782,857.0,1.0,0.5715
1.0,4.0,0.25,926782,512.0,1.0,0.744
3.0,9.0,0.33,926782,993.0,1.0,0.5035
1.0,4.0,0.25,926782,1984.0,0.0,-0.992
3.0,9.0,0.33,926782,1984.0,0.0,-0.992
23.0,26.0,0.88,926782,725.0,1.0,0.6375
24.0,27.0,0.89,926782,703.0,1.0,0.6485
22.0,29.0,0.76,926782,923.0,0.0,-0.4615
23.0,26.0,0.88,926782,526.0,1.0,0.737
24.0,27.0,0.89,926782,728.0,0.0,-0.364
22.0,24.0,0.92,926782,766.0,0.0,-0.383
20.0,22.0,0.91,926782,563.0,1.0,0.7185
18.0,20.0,0.9,926782,652.0,1.0,0.674
16.0,18.0,0.89,926782,594.0,1.0,0.703
17.0,19.0,0.89,926782,609.0,1.0,0.6955
15.0,22.0,0.68,926782,515.0,0.0,-0.2575
13.0,17.0,0.76,926782,435.0,1.0,0.7825
14.0,16.0,0.88,926782,525.0,1.0,0.7375
15.0,17.0,0.88,926782,738.0,0.0,-0.369
13.0,14.0,0.93,926782,633.0,0.0,-0.3165
11.0,17.0,0.65,926782,683.0,1.0,0.6585
9.0,12.0,0.75,926782,510.0,1.0,0.745
10.0,11.0,0.91,926782,613.0,1.0,0.6935
11.0,12.0,0.92,926782,677.0,0.0,-0.3385
9.0,10.0,0.9,926782,645.0,0.0,-0.3225
7.0,8.0,0.88,926782,528.0,1.0,0.736
5.0,7.0,0.71,926782,513.0,1.0,0.7435
3.0,6.0,0.5,926782,400.0,1.0,0.8
1.0,4.0,0.25,926782,481.0,1.0,0.7595
2.0,6.0,0.33,926782,457.0,1.0,0.7715
1.0,4.0,0.25,926782,467.0,1.0,0.7665
2.0,6.0,0.33,926782,694.0,1.0,0.653
1.0,4.0,0.25,926782,1980.0,0.0,-0.99
3.0,9.0,0.33,926782,723.0,1.0,0.6385
2.0,6.0,0.33,926782,657.0,1.0,0.6715
1.0,4.0,0.25,926782,784.0,1.0,0.608
2.0,6.0,0.33,926782,810.0,1.0,0.595
3.0,9.0,0.33,926782,976.0,1.0,0.512
1.0,4.0,0.25,926782,1981.0,0.0,-0.9905
23.0,26.0,0.88,926782,934.0,1.0,0.533
21.0,23.0,0.91,926782,1140.0,1.0,0.43
20.0,22.0,0.91,926782,833.0,1.0,0.5835
19.0,21.0,0.9,926782,1153.0,1.0,0.4235
17.0,19.0,0.89,926782,1028.0,1.0,0.486
15.0,17.0,0.88,926782,957.0,1.0,0.5215
13.0,14.0,0.93,926782,790.0,1.0,0.605
12.0,13.0,0.92,926782,759.0,1.0,0.6205
11.0,12.0,0.92,926782,1001.0,1.0,0.4995
9.0,10.0,0.9,926782,1203.0,1.0,0.3985
7.0,8.0,0.88,926782,855.0,1.0,0.5725
5.0,7.0,0.71,926782,719.0,1.0,0.6405
3.0,6.0,0.5,926782,909.0,1.0,0.5455
1.0,4.0,0.25,926782,649.0,1.0,0.6755
3.0,12.0,0.25,926782,800.0,1.0,0.6
2.0,8.0,0.25,926782,860.0,1.0,0.57
3.0,9.0,0.33,926782,1640.0,1.0,0.18
1.0,4.0,0.25,926782,1336.0,1.0,0.332
3.0,9.0,0.33,926782,1983.0,0.0,-0.9915
22.0,24.0,0.92,926782,877.0,1.0,0.5615
20.0,22.0,0.91,926782,908.0,1.0,0.546
19.0,21.0,0.9,926782,972.0,1.0,0.514
17.0,19.0,0.89,926782,1249.0,1.0,0.3755
16.0,18.0,0.89,926782,828.0,1.0,0.586
14.0,16.0,0.88,926782,1482.0,1.0,0.259
12.0,13.0,0.92,926782,953.0,1.0,0.5235
10.0,11.0,0.91,926782,1436.0,1.0,0.282
8.0,9.0,0.89,926782,898.0,1.0,0.551
6.0,8.0,0.75,926782,780.0,1.0,0.61
4.0,6.0,0.67,926782,672.0,1.0,0.664
