n1,n2,ratio,sid,RT,ACC,easyness
14.0,21.0,0.67,764711,1004.0,1.0,0.498
12.0,16.0,0.75,764711,956.0,1.0,0.522
11.0,15.0,0.73,764711,812.0,1.0,0.594
12.0,13.0,0.92,764711,1508.0,1.0,0.246
13.0,14.0,0.93,764711,824.0,0.0,-0.412
11.0,12.0,0.92,764711,1047.0,0.0,-0.5235
9.0,10.0,0.9,764711,602.0,1.0,0.699
7.0,8.0,0.88,764711,626.0,1.0,0.687
5.0,7.0,0.71,764711,584.0,1.0,0.708
6.0,13.0,0.46,764711,678.0,1.0,0.661
7.0,8.0,0.88,764711,506.0,0.0,-0.253
5.0,7.0,0.71,764711,488.0,0.0,-0.244
3.0,6.0,0.5,764711,561.0,1.0,0.7195
1.0,4.0,0.25,764711,635.0,1.0,0.6825
2.0,6.0,0.33,764711,814.0,1.0,0.593
1.0,4.0,0.25,764711,586.0,1.0,0.707
2.0,8.0,0.25,764711,885.0,1.0,0.5575
1.0,4.0,0.25,764711,1983.0,0.0,-0.9915
3.0,9.0,0.33,764711,1529.0,1.0,0.2355
,,,892288,,,
5.0,7.0,0.71,892288,738.0,1.0,0.631
6.0,8.0,0.75,892288,770.0,1.0,0.615
8.0,13.0,0.62,892288,841.0,1.0,0.5795
6.0,9.0,0.67,892288,742.0,1.0,0.629
5.0,7.0,0.71,892288,685.0,1.0,0.6575
7.0,8.0,0.88,892288,769.0,1.0,0.6155
4.0,5.0,0.8,892288,943.0,1.0,0.5285
6.0,13.0,0.46,892288,828.0,1.0,0.586
7.0,8.0,0.88,892288,1983.0,0.0,-0.9915
5.0,7.0,0.71,892288,1967.0,0.0,-0.9835
3.0,6.0,0.5,892288,819.0,1.0,0.5905
1.0,4.0,0.25,892288,921.0,1.0,0.5395
3.0,11.0,0.27,892288,880.0,1.0,0.56
4.0,6.0,0.67,892288,677.0,1.0,0.6615
2.0,8.0,0.25,892288,741.0,1.0,0.6295
1.0,4.0,0.25,892288,1357.0,1.0,0.3215
3.0,9.0,0.33,892288,1766.0,1.0,0.117
,,,693799,,,
1.0,4.0,0.25,693799,590.0,1.0,0.705
2.0,6.0,0.33,693799,578.0,1.0,0.711
4.0,8.0,0.5,693799,1035.0,1.0,0.4825
2.0,13.0,0.15,693799,784.0,1.0,0.608
1.0,3.0,0.33,693799,722.0,1.0,0.639
3.0,4.0,0.75,693799,797.0,1.0,0.6015
1.0,3.0,0.33,693799,1039.0,1.0,0.4805
2.0,8.0,0.25,693799,850.0,1.0,0.575
1.0,4.0,0.25,693799,989.0,1.0,0.5055
3.0,9.0,0.33,693799,1684.0,1.0,0.158
1.0,4.0,0.25,693799,1974.0,0.0,-0.987
3.0,9.0,0.33,693799,1989.0,0.0,-0.9945
,,,177668,,,
22.0,24.0,0.92,177668,496.0,1.0,0.752
20.0,22.0,0.91,177668,530.0,1.0,0.735
18.0,20.0,0.9,177668,583.0,1.0,0.7085
16.0,18.0,0.89,177668,698.0,1.0,0.651
14.0,16.0,0.88,177668,489.0,1.0,0.7555
12.0,13.0,0.92,177668,615.0,1.0,0.6925
10.0,11.0,0.91,177668,481.0,1.0,0.7595
11.0,12.0,0.92,177668,615.0,1.0,0.6925
9.0,10.0,0.9,177668,551.0,0.0,-0.2755
7.0,8.0,0.88,177668,624.0,1.0,0.688
5.0,7.0,0.71,177668,497.0,1.0,0.7515
3.0,6.0,0.5,177668,433.0,1.0,0.7835
1.0,4.0,0.25,177668,492.0,1.0,0.754
4.0,6.0,0.67,177668,502.0,1.0,0.749
3.0,11.0,0.27,177668,523.0,1.0,0.7385
2.0,6.0,0.33,177668,520.0,1.0,0.74
1.0,4.0,0.25,177668,551.0,1.0,0.7245
3.0,9.0,0.33,177668,692.0,1.0,0.654
24.0,27.0,0.89,177668,444.0,0.0,-0.222
25.0,28.0,0.89,177668,856.0,1.0,0.572
27.0,33.0,0.82,177668,903.0,1.0,0.5485
25.0,28.0,0.89,177668,673.0,1.0,0.6635
27.0,33.0,0.82,177668,637.0,1.0,0.6815
25.0,28.0,0.89,177668,665.0,1.0,0.6675
24.0,27.0,0.89,177668,614.0,1.0,0.693
,,,952479,,,
23.0,26.0,0.88,952479,651.0,1.0,0.6745
21.0,23.0,0.91,952479,635.0,1.0,0.6825
19.0,21.0,0.9,952479,642.0,1.0,0.679
17.0,19.0,0.89,952479,608.0,1.0,0.696
15.0,17.0,0.88,952479,640.0,1.0,0.68
13.0,14.0,0.93,952479,589.0,1.0,0.7055
11.0,12.0,0.92,952479,595.0,1.0,0.7025
9.0,10.0,0.9,952479,693.0,1.0,0.6535
7.0,8.0,0.88,952479,695.0,1.0,0.6525
5.0,7.0,0.71,952479,438.0,1.0,0.781
3.0,6.0,0.5,952479,454.0,1.0,0.773
1.0,4.0,0.25,952479,561.0,1.0,0.7195
4.0,6.0,0.67,952479,731.0,1.0,0.6345
3.0,11.0,0.27,952479,494.0,1.0,0.753
2.0,6.0,0.33,952479,465.0,1.0,0.7675
1.0,4.0,0.25,952479,593.0,1.0,0.7035
3.0,9.0,0.33,952479,726.0,1.0,0.637
25.0,28.0,0.89,952479,762.0,1.0,0.619
27.0,33.0,0.82,952479,653.0,1.0,0.6735
25.0,28.0,0.89,952479,700.0,1.0,0.65
27.0,33.0,0.82,952479,556.0,0.0,-0.278
25.0,28.0,0.89,952479,848.0,1.0,0.576
27.0,33.0,0.82,952479,720.0,1.0,0.64
24.0,27.0,0.89,952479,694.0,1.0,0.653
,,,207553,,,
23.0,26.0,0.88,207553,619.0,1.0,0.6905
21.0,23.0,0.91,207553,579.0,1.0,0.7105
19.0,21.0,0.9,207553,628.0,1.0,0.686
17.0,19.0,0.89,207553,661.0,1.0,0.6695
15.0,17.0,0.88,207553,624.0,1.0,0.688
13.0,14.0,0.93,207553,798.0,1.0,0.601
11.0,12.0,0.92,207553,729.0,1.0,0.6355
9.0,10.0,0.9,207553,668.0,1.0,0.666
7.0,8.0,0.88,207553,762.0,1.0,0.619
5.0,7.0,0.71,207553,701.0,1.0,0.6495
3.0,6.0,0.5,207553,564.0,1.0,0.718
1.0,4.0,0.25,207553,553.0,1.0,0.7235
3.0,5.0,0.6,207553,580.0,1.0,0.71
2.0,9.0,0.22,207553,540.0,1.0,0.73
3.0,4.0,0.75,207553,803.0,1.0,0.5985
1.0,4.0,0.25,207553,748.0,1.0,0.626
3.0,9.0,0.33,207553,1068.0,1.0,0.466
25.0,28.0,0.89,207553,781.0,1.0,0.6095
27.0,33.0,0.82,207553,960.0,1.0,0.52
25.0,28.0,0.89,207553,925.0,1.0,0.5375
27.0,33.0,0.82,207553,740.0,1.0,0.63
25.0,28.0,0.89,207553,932.0,1.0,0.534
27.0,33.0,0.82,207553,877.0,1.0,0.5615
24.0,27.0,0.89,207553,925.0,1.0,0.5375
3.0,9.0,0.33,824438,1294.0,1.0,0.353
1.0,4.0,0.25,824438,909.0,1.0,0.5455
3.0,4.0,0.75,824438,934.0,1.0,0.533
2.0,9.0,0.22,824438,687.0,1.0,0.6565
3.0,5.0,0.6,824438,671.0,1.0,0.6645
,,,824438,,,
1.0,4.0,0.25,824438,1041.0,1.0,0.4795
3.0,6.0,0.5,824438,825.0,1.0,0.5875
5.0,10.0,0.5,824438,872.0,1.0,0.564
7.0,9.0,0.78,824438,1903.0,0.0,-0.9515
9.0,10.0,0.9,824438,1225.0,1.0,0.3875
8.0,11.0,0.73,824438,1989.0,0.0,-0.9945
9.0,10.0,0.9,824438,1141.0,0.0,-0.5705
11.0,15.0,0.73,824438,1991.0,0.0,-0.9955
9.0,10.0,0.9,824438,993.0,1.0,0.5035
11.0,15.0,0.73,824438,1593.0,1.0,0.2035
8.0,9.0,0.89,824438,997.0,0.0,-0.4985
10.0,14.0,0.71,824438,1849.0,0.0,-0.9245
7.0,8.0,0.88,824438,1166.0,1.0,0.417
,,,402629,,,
24.0,27.0,0.89,402629,775.0,1.0,0.6125
25.0,28.0,0.89,402629,627.0,1.0,0.6865
27.0,33.0,0.82,402629,780.0,1.0,0.61
25.0,28.0,0.89,402629,1293.0,1.0,0.3535
27.0,33.0,0.82,402629,723.0,1.0,0.6385
25.0,28.0,0.89,402629,888.0,1.0,0.556
24.0,27.0,0.89,402629,683.0,1.0,0.6585
22.0,24.0,0.92,402629,702.0,1.0,0.649
20.0,22.0,0.91,402629,544.0,1.0,0.728
18.0,20.0,0.9,402629,561.0,1.0,0.7195
19.0,21.0,0.9,402629,549.0,1.0,0.7255
17.0,19.0,0.89,402629,507.0,0.0,-0.2535
15.0,17.0,0.88,402629,547.0,1.0,0.7265
13.0,14.0,0.93,402629,636.0,1.0,0.682
11.0,12.0,0.92,402629,581.0,1.0,0.7095
9.0,10.0,0.9,402629,583.0,1.0,0.7085
7.0,8.0,0.88,402629,624.0,1.0,0.688
5.0,7.0,0.71,402629,443.0,1.0,0.7785
3.0,6.0,0.5,402629,448.0,1.0,0.776
1.0,4.0,0.25,402629,441.0,1.0,0.7795
4.0,6.0,0.67,402629,493.0,1.0,0.7535
3.0,11.0,0.27,402629,493.0,1.0,0.7535
2.0,6.0,0.33,402629,507.0,1.0,0.7465
1.0,4.0,0.25,402629,468.0,1.0,0.766
3.0,9.0,0.33,402629,728.0,1.0,0.636
,,,992723,,,
27.0,33.0,0.82,992723,1213.0,1.0,0.3935
25.0,28.0,0.89,992723,1566.0,0.0,-0.783
27.0,33.0,0.82,992723,1389.0,1.0,0.3055
25.0,28.0,0.89,992723,1533.0,1.0,0.2335
27.0,33.0,0.82,992723,1488.0,1.0,0.256
25.0,28.0,0.89,992723,1966.0,0.0,-0.983
24.0,27.0,0.89,992723,1300.0,1.0,0.35
25.0,28.0,0.89,992723,1215.0,1.0,0.3925
24.0,32.0,0.75,992723,1450.0,1.0,0.275
25.0,28.0,0.89,992723,1484.0,1.0,0.258
24.0,27.0,0.89,992723,1984.0,0.0,-0.992
23.0,26.0,0.88,992723,1368.0,1.0,0.316
21.0,23.0,0.91,992723,1583.0,1.0,0.2085
19.0,21.0,0.9,992723,933.0,1.0,0.5335
17.0,19.0,0.89,992723,910.0,1.0,0.545
16.0,18.0,0.89,992723,847.0,1.0,0.5765
15.0,17.0,0.88,992723,1198.0,1.0,0.401
17.0,18.0,0.94,992723,1018.0,1.0,0.491
15.0,19.0,0.79,992723,1004.0,1.0,0.498
13.0,14.0,0.93,992723,1279.0,1.0,0.3605
11.0,12.0,0.92,992723,1689.0,1.0,0.1555
9.0,10.0,0.9,992723,775.0,1.0,0.6125
7.0,9.0,0.78,992723,857.0,1.0,0.5715
5.0,7.0,0.71,992723,981.0,1.0,0.5095
3.0,6.0,0.5,992723,1393.0,1.0,0.3035
1.0,4.0,0.25,992723,799.0,1.0,0.6005
4.0,6.0,0.67,992723,959.0,1.0,0.5205
3.0,11.0,0.27,992723,1022.0,1.0,0.489
2.0,6.0,0.33,992723,963.0,1.0,0.5185
1.0,4.0,0.25,992723,809.0,1.0,0.5955
3.0,9.0,0.33,992723,757.0,1.0,0.6215
3.0,9.0,0.33,992723,1967.0,0.0,-0.9835
1.0,4.0,0.25,992723,1982.0,0.0,-0.991
3.0,9.0,0.33,992723,1983.0,0.0,-0.9915
1.0,4.0,0.25,992723,1983.0,0.0,-0.9915
3.0,9.0,0.33,992723,1992.0,0.0,-0.996
3.0,9.0,0.33,992723,1980.0,0.0,-0.99
3.0,9.0,0.33,992723,1979.0,0.0,-0.9895
,,,869053,,,
,,,869053,,,
1.0,4.0,0.25,869053,963.0,1.0,0.5185
2.0,6.0,0.33,869053,799.0,1.0,0.6005
4.0,8.0,0.5,869053,708.0,1.0,0.646
2.0,13.0,0.15,869053,795.0,1.0,0.6025
1.0,3.0,0.33,869053,863.0,1.0,0.5685
1.0,9.0,0.11,869053,770.0,1.0,0.615
3.0,4.0,0.75,869053,1679.0,1.0,0.1605
3.0,9.0,0.33,869053,811.0,1.0,0.5945
1.0,4.0,0.25,869053,865.0,1.0,0.5675
3.0,9.0,0.33,869053,1983.0,0.0,-0.9915
1.0,4.0,0.25,869053,1984.0,0.0,-0.992
3.0,9.0,0.33,869053,1984.0,0.0,-0.992
,,,913412,,,
26.0,27.0,0.96,913412,959.0,1.0,0.5205
25.0,28.0,0.89,913412,781.0,1.0,0.6095
27.0,33.0,0.82,913412,1011.0,1.0,0.4945
25.0,28.0,0.89,913412,1093.0,1.0,0.4535
27.0,33.0,0.82,913412,1197.0,1.0,0.4015
25.0,28.0,0.89,913412,906.0,1.0,0.547
24.0,27.0,0.89,913412,1265.0,1.0,0.3675
24.0,25.0,0.96,913412,719.0,1.0,0.6405
22.0,23.0,0.96,913412,904.0,1.0,0.548
20.0,21.0,0.95,913412,812.0,1.0,0.594
18.0,23.0,0.78,913412,817.0,1.0,0.5915
16.0,18.0,0.89,913412,1088.0,1.0,0.456
17.0,19.0,0.89,913412,1271.0,1.0,0.3645
15.0,17.0,0.88,913412,1968.0,0.0,-0.984
14.0,16.0,0.88,913412,1131.0,1.0,0.4345
13.0,14.0,0.93,913412,1341.0,1.0,0.3295
12.0,13.0,0.92,913412,1093.0,1.0,0.4535
10.0,11.0,0.91,913412,1084.0,1.0,0.458
8.0,9.0,0.89,913412,1118.0,1.0,0.441
9.0,13.0,0.69,913412,761.0,1.0,0.6195
7.0,8.0,0.88,913412,1379.0,1.0,0.3105
5.0,7.0,0.71,913412,1166.0,1.0,0.417
3.0,6.0,0.5,913412,836.0,1.0,0.582
1.0,4.0,0.25,913412,824.0,1.0,0.588
3.0,9.0,0.33,913412,873.0,1.0,0.5635
2.0,6.0,0.33,913412,909.0,1.0,0.5455
3.0,9.0,0.33,913412,1007.0,1.0,0.4965
1.0,4.0,0.25,913412,910.0,1.0,0.545
3.0,9.0,0.33,913412,1738.0,1.0,0.131
,,,432193,,,
25.0,28.0,0.89,432193,876.0,1.0,0.562
27.0,33.0,0.82,432193,783.0,1.0,0.6085
25.0,28.0,0.89,432193,1093.0,1.0,0.4535
27.0,33.0,0.82,432193,935.0,0.0,-0.4675
25.0,28.0,0.89,432193,1023.0,1.0,0.4885
27.0,33.0,0.82,432193,867.0,1.0,0.5665
24.0,27.0,0.89,432193,1252.0,1.0,0.374
24.0,27.0,0.89,432193,673.0,1.0,0.6635
25.0,26.0,0.96,432193,1095.0,1.0,0.4525
23.0,24.0,0.96,432193,1307.0,1.0,0.3465
21.0,22.0,0.95,432193,950.0,1.0,0.525
19.0,20.0,0.95,432193,833.0,1.0,0.5835
17.0,22.0,0.77,432193,921.0,1.0,0.5395
15.0,17.0,0.88,432193,726.0,1.0,0.637
13.0,14.0,0.93,432193,1027.0,1.0,0.4865
11.0,12.0,0.92,432193,715.0,1.0,0.6425
9.0,10.0,0.9,432193,714.0,1.0,0.643
7.0,8.0,0.88,432193,705.0,1.0,0.6475
5.0,7.0,0.71,432193,637.0,1.0,0.6815
3.0,6.0,0.5,432193,816.0,1.0,0.592
1.0,4.0,0.25,432193,594.0,1.0,0.703
4.0,8.0,0.5,432193,878.0,1.0,0.561
3.0,9.0,0.33,432193,733.0,1.0,0.6335
2.0,8.0,0.25,432193,605.0,1.0,0.6975
1.0,4.0,0.25,432193,759.0,1.0,0.6205
3.0,9.0,0.33,432193,1203.0,1.0,0.3985
,,,731471,,,
23.0,26.0,0.88,731471,872.0,1.0,0.564
22.0,24.0,0.92,731471,1087.0,1.0,0.4565
21.0,23.0,0.91,731471,1038.0,1.0,0.481
19.0,21.0,0.9,731471,1043.0,1.0,0.4785
18.0,20.0,0.9,731471,891.0,1.0,0.5545
16.0,18.0,0.89,731471,1123.0,1.0,0.4385
14.0,16.0,0.88,731471,913.0,1.0,0.5435
13.0,14.0,0.93,731471,909.0,1.0,0.5455
12.0,13.0,0.92,731471,1195.0,1.0,0.4025
11.0,15.0,0.73,731471,967.0,1.0,0.5165
9.0,10.0,0.9,731471,724.0,1.0,0.638
7.0,8.0,0.88,731471,1004.0,1.0,0.498
5.0,7.0,0.71,731471,881.0,1.0,0.5595
3.0,11.0,0.27,731471,915.0,1.0,0.5425
2.0,6.0,0.33,731471,964.0,1.0,0.518
1.0,4.0,0.25,731471,1243.0,1.0,0.3785
3.0,5.0,0.6,731471,1019.0,1.0,0.4905
2.0,9.0,0.22,731471,937.0,1.0,0.5315
3.0,4.0,0.75,731471,895.0,1.0,0.5525
1.0,4.0,0.25,731471,796.0,1.0,0.602
3.0,9.0,0.33,731471,1161.0,1.0,0.4195
24.0,27.0,0.89,731471,1731.0,1.0,0.1345
25.0,28.0,0.89,731471,1054.0,1.0,0.473
27.0,33.0,0.82,731471,1384.0,1.0,0.308
25.0,28.0,0.89,731471,1622.0,1.0,0.189
27.0,33.0,0.82,731471,1259.0,1.0,0.3705
25.0,28.0,0.89,731471,1135.0,1.0,0.4325
24.0,27.0,0.89,731471,1106.0,1.0,0.447
3.0,9.0,0.33,241275,1972.0,0.0,-0.986
,,,580588,,,
22.0,24.0,0.92,580588,720.0,1.0,0.64
20.0,22.0,0.91,580588,803.0,1.0,0.5985
18.0,20.0,0.9,580588,873.0,1.0,0.5635
16.0,18.0,0.89,580588,794.0,1.0,0.603
14.0,16.0,0.88,580588,779.0,1.0,0.6105
13.0,14.0,0.93,580588,697.0,1.0,0.6515
11.0,12.0,0.92,580588,1193.0,1.0,0.4035
9.0,10.0,0.9,580588,638.0,1.0,0.681
7.0,8.0,0.88,580588,774.0,1.0,0.613
5.0,7.0,0.71,580588,751.0,1.0,0.6245
3.0,6.0,0.5,580588,702.0,1.0,0.649
1.0,4.0,0.25,580588,975.0,1.0,0.5125
4.0,8.0,0.5,580588,830.0,1.0,0.585
3.0,9.0,0.33,580588,758.0,1.0,0.621
2.0,8.0,0.25,580588,691.0,1.0,0.6545
1.0,4.0,0.25,580588,722.0,1.0,0.639
3.0,9.0,0.33,580588,1171.0,1.0,0.4145
24.0,27.0,0.89,580588,697.0,1.0,0.6515
25.0,28.0,0.89,580588,667.0,1.0,0.6665
27.0,33.0,0.82,580588,974.0,1.0,0.513
25.0,28.0,0.89,580588,829.0,1.0,0.5855
27.0,33.0,0.82,580588,938.0,1.0,0.531
25.0,28.0,0.89,580588,826.0,1.0,0.587
24.0,27.0,0.89,580588,1047.0,1.0,0.4765
5.0,6.0,0.83,431950,532.0,1.0,0.734
,,,431950,,,
1.0,4.0,0.25,431950,671.0,1.0,0.6645
3.0,6.0,0.5,431950,558.0,1.0,0.721
5.0,7.0,0.71,431950,505.0,1.0,0.7475
7.0,8.0,0.88,431950,718.0,1.0,0.641
9.0,10.0,0.9,431950,653.0,1.0,0.6735
11.0,12.0,0.92,431950,1097.0,1.0,0.4515
13.0,14.0,0.93,431950,539.0,0.0,-0.2695
14.0,16.0,0.88,431950,711.0,1.0,0.6445
13.0,14.0,0.93,431950,887.0,1.0,0.5565
15.0,17.0,0.88,431950,1014.0,1.0,0.493
17.0,19.0,0.89,431950,696.0,1.0,0.652
18.0,20.0,0.9,431950,966.0,1.0,0.517
20.0,22.0,0.91,431950,1152.0,1.0,0.424
22.0,24.0,0.92,431950,758.0,1.0,0.621
23.0,26.0,0.88,431950,1181.0,1.0,0.4095
25.0,28.0,0.89,431950,1027.0,1.0,0.4865
27.0,33.0,0.82,431950,1336.0,1.0,0.332
25.0,28.0,0.89,431950,1546.0,1.0,0.227
27.0,33.0,0.82,431950,1224.0,1.0,0.388
25.0,28.0,0.89,431950,872.0,1.0,0.564
27.0,33.0,0.82,431950,777.0,1.0,0.6115
24.0,27.0,0.89,431950,1063.0,1.0,0.4685
3.0,9.0,0.33,431950,867.0,1.0,0.5665
1.0,4.0,0.25,431950,907.0,1.0,0.5465
2.0,6.0,0.33,431950,1097.0,1.0,0.4515
3.0,11.0,0.27,431950,564.0,1.0,0.718
3.0,9.0,0.33,706941,1010.0,1.0,0.495
1.0,4.0,0.25,706941,470.0,1.0,0.765
2.0,8.0,0.25,706941,229.0,0.0,-0.1145
3.0,9.0,0.33,706941,671.0,0.0,-0.3355
2.0,8.0,0.25,706941,647.0,1.0,0.6765
,,,706941,,,
3.0,9.0,0.33,706941,881.0,1.0,0.5595
5.0,6.0,0.83,706941,43.0,1.0,0.9785
7.0,8.0,0.88,706941,69.0,1.0,0.9655
9.0,13.0,0.69,706941,668.0,0.0,-0.334
10.0,11.0,0.91,706941,79.0,0.0,-0.0395
8.0,9.0,0.89,706941,227.0,1.0,0.8865
7.0,14.0,0.5,706941,126.0,1.0,0.937
9.0,10.0,0.9,706941,150.0,0.0,-0.075
11.0,12.0,0.92,706941,38.0,0.0,-0.019
10.0,11.0,0.91,706941,120.0,0.0,-0.06
9.0,12.0,0.75,706941,4.0,1.0,0.998
8.0,11.0,0.73,706941,119.0,1.0,0.9405
10.0,16.0,0.63,706941,60.0,0.0,-0.03
12.0,13.0,0.92,706941,125.0,1.0,0.9375
11.0,12.0,0.92,706941,173.0,1.0,0.9135
13.0,14.0,0.93,706941,110.0,0.0,-0.055
15.0,17.0,0.88,706941,108.0,0.0,-0.054
14.0,16.0,0.88,706941,121.0,1.0,0.9395
13.0,17.0,0.76,706941,68.0,1.0,0.966
15.0,22.0,0.68,706941,665.0,1.0,0.6675
17.0,19.0,0.89,706941,269.0,0.0,-0.1345
19.0,21.0,0.9,706941,169.0,1.0,0.9155
18.0,20.0,0.9,706941,89.0,0.0,-0.0445
20.0,22.0,0.91,706941,110.0,0.0,-0.055
19.0,21.0,0.9,706941,48.0,1.0,0.976
18.0,24.0,0.75,706941,122.0,1.0,0.939
20.0,22.0,0.91,706941,110.0,1.0,0.945
22.0,24.0,0.92,706941,63.0,1.0,0.9685
24.0,27.0,0.89,706941,90.0,0.0,-0.045
25.0,28.0,0.89,706941,112.0,1.0,0.944
27.0,33.0,0.82,706941,14.0,0.0,-0.007
25.0,28.0,0.89,706941,11.0,0.0,-0.0055
27.0,33.0,0.82,706941,1967.0,0.0,-0.9835
25.0,28.0,0.89,706941,1327.0,0.0,-0.6635
24.0,27.0,0.89,706941,105.0,1.0,0.9475
26.0,32.0,0.81,706941,179.0,0.0,-0.0895
3.0,9.0,0.33,410982,965.0,1.0,0.5175
,,,410982,,,
1.0,4.0,0.25,410982,420.0,1.0,0.79
3.0,6.0,0.5,410982,503.0,1.0,0.7485
5.0,7.0,0.71,410982,332.0,1.0,0.834
7.0,8.0,0.88,410982,479.0,0.0,-0.2395
9.0,10.0,0.9,410982,430.0,1.0,0.785
8.0,9.0,0.89,410982,459.0,1.0,0.7705
10.0,11.0,0.91,410982,734.0,1.0,0.633
12.0,13.0,0.92,410982,590.0,1.0,0.705
14.0,16.0,0.88,410982,681.0,1.0,0.6595
16.0,18.0,0.89,410982,712.0,1.0,0.644
18.0,20.0,0.9,410982,703.0,0.0,-0.3515
20.0,22.0,0.91,410982,867.0,1.0,0.5665
19.0,21.0,0.9,410982,881.0,0.0,-0.4405
21.0,23.0,0.91,410982,842.0,1.0,0.579
20.0,22.0,0.91,410982,545.0,1.0,0.7275
22.0,24.0,0.92,410982,904.0,1.0,0.548
24.0,27.0,0.89,410982,973.0,1.0,0.5135
25.0,28.0,0.89,410982,1000.0,1.0,0.5
27.0,33.0,0.82,410982,1025.0,1.0,0.4875
25.0,28.0,0.89,410982,658.0,1.0,0.671
27.0,33.0,0.82,410982,1276.0,1.0,0.362
25.0,28.0,0.89,410982,989.0,1.0,0.5055
24.0,27.0,0.89,410982,950.0,1.0,0.525
1.0,4.0,0.25,410982,523.0,1.0,0.7385
2.0,6.0,0.33,410982,527.0,1.0,0.7365
3.0,11.0,0.27,410982,512.0,1.0,0.744
4.0,6.0,0.67,410982,545.0,1.0,0.7275
,,,860703,,,
25.0,26.0,0.96,860703,1221.0,1.0,0.3895
23.0,28.0,0.82,860703,939.0,1.0,0.5305
21.0,23.0,0.91,860703,1016.0,1.0,0.492
19.0,21.0,0.9,860703,1079.0,1.0,0.4605
17.0,19.0,0.89,860703,991.0,1.0,0.5045
15.0,17.0,0.88,860703,789.0,1.0,0.6055
13.0,14.0,0.93,860703,827.0,1.0,0.5865
11.0,12.0,0.92,860703,829.0,1.0,0.5855
9.0,10.0,0.9,860703,603.0,1.0,0.6985
7.0,8.0,0.88,860703,771.0,1.0,0.6145
5.0,7.0,0.71,860703,782.0,1.0,0.609
3.0,6.0,0.5,860703,594.0,1.0,0.703
2.0,3.0,0.67,860703,459.0,1.0,0.7705
1.0,4.0,0.25,860703,1407.0,1.0,0.2965
2.0,6.0,0.33,860703,1166.0,1.0,0.417
1.0,3.0,0.33,860703,814.0,1.0,0.593
3.0,9.0,0.33,860703,1049.0,1.0,0.4755
1.0,4.0,0.25,860703,1100.0,1.0,0.45
3.0,9.0,0.33,860703,1884.0,1.0,0.058
27.0,28.0,0.96,860703,746.0,1.0,0.627
25.0,33.0,0.76,860703,1352.0,1.0,0.324
27.0,28.0,0.96,860703,1072.0,1.0,0.464
25.0,33.0,0.76,860703,1156.0,1.0,0.422
27.0,28.0,0.96,860703,1491.0,0.0,-0.7455
25.0,33.0,0.76,860703,1703.0,1.0,0.1485
24.0,27.0,0.89,860703,1458.0,1.0,0.271
3.0,9.0,0.33,199767,1983.0,0.0,-0.9915
1.0,4.0,0.25,199767,984.0,1.0,0.508
2.0,6.0,0.33,199767,794.0,1.0,0.603
4.0,8.0,0.5,199767,824.0,1.0,0.588
2.0,13.0,0.15,199767,690.0,1.0,0.655
1.0,3.0,0.33,199767,723.0,0.0,-0.3615
3.0,4.0,0.75,199767,651.0,1.0,0.6745
1.0,3.0,0.33,199767,625.0,1.0,0.6875
1.0,4.0,0.25,199767,1984.0,0.0,-0.992
3.0,9.0,0.33,199767,1863.0,1.0,0.0685
1.0,4.0,0.25,199767,836.0,1.0,0.582
3.0,9.0,0.33,199767,778.0,1.0,0.611
,,,199767,,,
3.0,11.0,0.27,434729,488.0,1.0,0.756
,,,434729,,,
1.0,4.0,0.25,434729,504.0,1.0,0.748
3.0,9.0,0.33,434729,1275.0,1.0,0.3625
3.0,6.0,0.5,434729,453.0,1.0,0.7735
1.0,4.0,0.25,434729,1108.0,1.0,0.446
5.0,7.0,0.71,434729,537.0,0.0,-0.2685
2.0,8.0,0.25,434729,551.0,1.0,0.7245
7.0,8.0,0.88,434729,850.0,1.0,0.575
6.0,13.0,0.46,434729,688.0,1.0,0.656
8.0,9.0,0.89,434729,881.0,1.0,0.5595
10.0,11.0,0.91,434729,758.0,1.0,0.621
4.0,6.0,0.67,434729,694.0,1.0,0.653
12.0,13.0,0.92,434729,772.0,1.0,0.614
14.0,16.0,0.88,434729,621.0,1.0,0.6895
16.0,18.0,0.89,434729,845.0,1.0,0.5775
18.0,20.0,0.9,434729,629.0,1.0,0.6855
20.0,22.0,0.91,434729,773.0,1.0,0.6135
22.0,24.0,0.92,434729,765.0,1.0,0.6175
24.0,27.0,0.89,434729,716.0,1.0,0.642
25.0,28.0,0.89,434729,752.0,1.0,0.624
27.0,33.0,0.82,434729,750.0,1.0,0.625
25.0,28.0,0.89,434729,832.0,1.0,0.584
27.0,33.0,0.82,434729,879.0,1.0,0.5605
25.0,28.0,0.89,434729,877.0,1.0,0.5615
24.0,27.0,0.89,434729,692.0,1.0,0.654
,,,991426,,,
22.0,24.0,0.92,991426,875.0,1.0,0.5625
20.0,22.0,0.91,991426,941.0,1.0,0.5295
18.0,20.0,0.9,991426,678.0,1.0,0.661
16.0,18.0,0.89,991426,634.0,1.0,0.683
17.0,19.0,0.89,991426,734.0,1.0,0.633
15.0,17.0,0.88,991426,608.0,0.0,-0.304
13.0,14.0,0.93,991426,687.0,1.0,0.6565
11.0,12.0,0.92,991426,718.0,1.0,0.641
9.0,10.0,0.9,991426,608.0,1.0,0.696
7.0,8.0,0.88,991426,614.0,1.0,0.693
5.0,7.0,0.71,991426,700.0,1.0,0.65
3.0,6.0,0.5,991426,655.0,1.0,0.6725
